taskId time jobId jobSize runtime user peer TraceID Cluster.IAT Cluster.RT
2789418 103859 851  3873  571 86 9 gwa-t3 C3 C4
2789419 103859 851  3873  798 86 9 gwa-t3 C3 C4
2789420 103859 851  3873  722 86 9 gwa-t3 C3 C4
2789421 103859 851  3873  899 86 9 gwa-t3 C3 C4
2789422 103859 851  3873  907 86 9 gwa-t3 C3 C4
2789423 103859 851  3873 1155 86 9 gwa-t3 C3 C4
2789424 103859 851  3873  691 86 9 gwa-t3 C3 C4
2789425 103859 851  3873  612 86 9 gwa-t3 C3 C4
2789426 103859 851  3873 1101 86 9 gwa-t3 C3 C4
2789427 103859 851  3873  903 86 9 gwa-t3 C3 C4
2789428 103859 851  3873 1621 86 9 gwa-t3 C3 C4
2789429 103859 851  3873  450 86 9 gwa-t3 C3 C4
2789430 103859 851  3873  802 86 9 gwa-t3 C3 C4
2789431 103859 851  3873 1394 86 9 gwa-t3 C3 C4
2789432 103859 851  3873  557 86 9 gwa-t3 C3 C4
2789433 103859 851  3873 1089 86 9 gwa-t3 C3 C4
2789434 103859 851  3873  688 86 9 gwa-t3 C3 C4
2789435 103859 851  3873  851 86 9 gwa-t3 C3 C4
2789436 103859 851  3873  766 86 9 gwa-t3 C3 C4
2789437 103859 851  3873  843 86 9 gwa-t3 C3 C4
2789438 103859 851  3873  903 86 9 gwa-t3 C3 C4
2789439 103859 851  3873  505 86 9 gwa-t3 C3 C4
2789440 103859 851  3873 1111 86 9 gwa-t3 C3 C4
2789441 103859 851  3873 1167 86 9 gwa-t3 C3 C4
2789442 103859 851  3873  618 86 9 gwa-t3 C3 C4
2789443 103859 851  3873  834 86 9 gwa-t3 C3 C4
2789444 103859 851  3873  607 86 9 gwa-t3 C3 C4
2789445 103859 851  3873  708 86 9 gwa-t3 C3 C4
2789446 103859 851  3873  954 86 9 gwa-t3 C3 C4
2789447 103859 851  3873  711 86 9 gwa-t3 C3 C4
2789448 103859 851  3873  896 86 9 gwa-t3 C3 C4
2789449 103859 851  3873  591 86 9 gwa-t3 C3 C4
2789450 103859 851  3873 1071 86 9 gwa-t3 C3 C4
2789451 103859 851  3873  968 86 9 gwa-t3 C3 C4
2789452 103859 851  3873  989 86 9 gwa-t3 C3 C4
2789453 103859 851  3873  797 86 9 gwa-t3 C3 C4
2789454 103859 851  3873  881 86 9 gwa-t3 C3 C4
2789455 103859 851  3873  978 86 9 gwa-t3 C3 C4
2789456 103859 851  3873  452 86 9 gwa-t3 C3 C4
2789457 103859 851  3873 1319 86 9 gwa-t3 C3 C4
2789458 103859 851  3873  593 86 9 gwa-t3 C3 C4
2789459 103859 851  3873 1246 86 9 gwa-t3 C3 C4
2789460 103859 851  3873 1449 86 9 gwa-t3 C3 C4
2789461 103859 851  3873 1327 86 9 gwa-t3 C3 C4
2789462 103859 851  3873  605 86 9 gwa-t3 C3 C4
2789463 103859 851  3873 1501 86 9 gwa-t3 C3 C4
2789464 103859 851  3873 1096 86 9 gwa-t3 C3 C4
2789465 103859 851  3873  890 86 9 gwa-t3 C3 C4
2789466 103859 851  3873 1014 86 9 gwa-t3 C3 C4
2789467 103859 851  3873  743 86 9 gwa-t3 C3 C4
2789468 103859 851  3873 1145 86 9 gwa-t3 C3 C4
2789469 103859 851  3873 1022 86 9 gwa-t3 C3 C4
2789470 103859 851  3873  890 86 9 gwa-t3 C3 C4
2789471 103859 851  3873 1239 86 9 gwa-t3 C3 C4
2789472 103859 851  3873  479 86 9 gwa-t3 C3 C4
2789473 103859 851  3873 1679 86 9 gwa-t3 C3 C4
2789474 103859 851  3873 1202 86 9 gwa-t3 C3 C4
2789475 103859 851  3873  553 86 9 gwa-t3 C3 C4
2789476 103859 851  3873  937 86 9 gwa-t3 C3 C4
2789477 103859 851  3873  965 86 9 gwa-t3 C3 C4
2789478 103859 851  3873  652 86 9 gwa-t3 C3 C4
2789479 103859 851  3873  836 86 9 gwa-t3 C3 C4
2789480 103859 851  3873  491 86 9 gwa-t3 C3 C4
2789481 103859 851  3873  910 86 9 gwa-t3 C3 C4
2789482 103859 851  3873  830 86 9 gwa-t3 C3 C4
2789483 103859 851  3873 1167 86 9 gwa-t3 C3 C4
2789484 103859 851  3873  706 86 9 gwa-t3 C3 C4
2789485 103859 851  3873 1204 86 9 gwa-t3 C3 C4
2789486 103859 851  3873  877 86 9 gwa-t3 C3 C4
2789487 103859 851  3873  847 86 9 gwa-t3 C3 C4
2789488 103859 851  3873 1097 86 9 gwa-t3 C3 C4
2789489 103859 851  3873 1647 86 9 gwa-t3 C3 C4
2789490 103859 851  3873 1054 86 9 gwa-t3 C3 C4
2789491 103859 851  3873  767 86 9 gwa-t3 C3 C4
2789492 103859 851  3873 1118 86 9 gwa-t3 C3 C4
2789493 103859 851  3873 1211 86 9 gwa-t3 C3 C4
2789494 103859 851  3873 1361 86 9 gwa-t3 C3 C4
2789495 103859 851  3873 1037 86 9 gwa-t3 C3 C4
2789496 103859 851  3873  936 86 9 gwa-t3 C3 C4
2789497 103859 851  3873 1451 86 9 gwa-t3 C3 C4
2789498 103859 851  3873  711 86 9 gwa-t3 C3 C4
2789499 103859 851  3873  933 86 9 gwa-t3 C3 C4
2789500 103859 851  3873  817 86 9 gwa-t3 C3 C4
2789501 103859 851  3873  786 86 9 gwa-t3 C3 C4
2789502 103859 851  3873  534 86 9 gwa-t3 C3 C4
2789503 103859 851  3873 1353 86 9 gwa-t3 C3 C4
2789504 103859 851  3873 1396 86 9 gwa-t3 C3 C4
2789505 103859 851  3873  466 86 9 gwa-t3 C3 C4
2789506 103859 851  3873  962 86 9 gwa-t3 C3 C4
2789507 103859 851  3873 1106 86 9 gwa-t3 C3 C4
2789508 103859 851  3873  527 86 9 gwa-t3 C3 C4
2789509 103859 851  3873 1047 86 9 gwa-t3 C3 C4
2789510 103859 851  3873  561 86 9 gwa-t3 C3 C4
2789511 103859 851  3873 1262 86 9 gwa-t3 C3 C4
2789512 103859 851  3873  978 86 9 gwa-t3 C3 C4
2789513 103859 851  3873 1107 86 9 gwa-t3 C3 C4
2789514 103859 851  3873  853 86 9 gwa-t3 C3 C4
2789515 103859 851  3873  846 86 9 gwa-t3 C3 C4
2789516 103859 851  3873 1259 86 9 gwa-t3 C3 C4
2789517 103859 851  3873  848 86 9 gwa-t3 C3 C4
2789518 103859 851  3873  705 86 9 gwa-t3 C3 C4
2789519 103859 851  3873  846 86 9 gwa-t3 C3 C4
2789520 103859 851  3873 1188 86 9 gwa-t3 C3 C4
2789521 103859 851  3873  908 86 9 gwa-t3 C3 C4
2789522 103859 851  3873  945 86 9 gwa-t3 C3 C4
2789523 103859 851  3873  676 86 9 gwa-t3 C3 C4
2789524 103859 851  3873 1376 86 9 gwa-t3 C3 C4
2789525 103859 851  3873 1202 86 9 gwa-t3 C3 C4
2789526 103859 851  3873  897 86 9 gwa-t3 C3 C4
2789527 103859 851  3873 1144 86 9 gwa-t3 C3 C4
2789528 103859 851  3873 1021 86 9 gwa-t3 C3 C4
2789529 103859 851  3873 1090 86 9 gwa-t3 C3 C4
2789530 103859 851  3873 1078 86 9 gwa-t3 C3 C4
2789531 103859 851  3873 1538 86 9 gwa-t3 C3 C4
2789532 103859 851  3873  827 86 9 gwa-t3 C3 C4
2789533 103859 851  3873  397 86 9 gwa-t3 C3 C4
2789534 103859 851  3873 1015 86 9 gwa-t3 C3 C4
2789535 103859 851  3873  856 86 9 gwa-t3 C3 C4
2789536 103859 851  3873 1157 86 9 gwa-t3 C3 C4
2789537 103859 851  3873  918 86 9 gwa-t3 C3 C4
2789538 103859 851  3873  971 86 9 gwa-t3 C3 C4
2789539 103859 851  3873  622 86 9 gwa-t3 C3 C4
2789540 103859 851  3873  802 86 9 gwa-t3 C3 C4
2789541 103859 851  3873  383 86 9 gwa-t3 C3 C4
2789542 103859 851  3873 1150 86 9 gwa-t3 C3 C4
2789543 103859 851  3873  843 86 9 gwa-t3 C3 C4
2789544 103859 851  3873 1107 86 9 gwa-t3 C3 C4
2789545 103859 851  3873  949 86 9 gwa-t3 C3 C4
2789546 103859 851  3873  596 86 9 gwa-t3 C3 C4
2789547 103859 851  3873  968 86 9 gwa-t3 C3 C4
2789548 103859 851  3873  960 86 9 gwa-t3 C3 C4
2789549 103859 851  3873 1114 86 9 gwa-t3 C3 C4
2789550 103859 851  3873 1041 86 9 gwa-t3 C3 C4
2789551 103859 851  3873 1222 86 9 gwa-t3 C3 C4
2789552 103859 851  3873  890 86 9 gwa-t3 C3 C4
2789553 103859 851  3873 1205 86 9 gwa-t3 C3 C4
2789554 103859 851  3873 1214 86 9 gwa-t3 C3 C4
2789555 103859 851  3873 1147 86 9 gwa-t3 C3 C4
2789556 103859 851  3873 1044 86 9 gwa-t3 C3 C4
2789557 103859 851  3873  374 86 9 gwa-t3 C3 C4
2789558 103859 851  3873 1092 86 9 gwa-t3 C3 C4
2789559 103859 851  3873  772 86 9 gwa-t3 C3 C4
2789560 103859 851  3873  860 86 9 gwa-t3 C3 C4
2789561 103859 851  3873  509 86 9 gwa-t3 C3 C4
2789562 103859 851  3873 1037 86 9 gwa-t3 C3 C4
2789563 103859 851  3873 1331 86 9 gwa-t3 C3 C4
2789564 103859 851  3873  497 86 9 gwa-t3 C3 C4
2789565 103859 851  3873  595 86 9 gwa-t3 C3 C4
2789566 103859 851  3873  612 86 9 gwa-t3 C3 C4
2789567 103859 851  3873  770 86 9 gwa-t3 C3 C4
2789568 103859 851  3873  919 86 9 gwa-t3 C3 C4
2789569 103859 851  3873 1262 86 9 gwa-t3 C3 C4
2789570 103859 851  3873  884 86 9 gwa-t3 C3 C4
2789571 103859 851  3873 1187 86 9 gwa-t3 C3 C4
2789572 103859 851  3873 1020 86 9 gwa-t3 C3 C4
2789573 103859 851  3873 1365 86 9 gwa-t3 C3 C4
2789574 103859 851  3873  950 86 9 gwa-t3 C3 C4
2789575 103859 851  3873  352 86 9 gwa-t3 C3 C4
2789576 103859 851  3873 1188 86 9 gwa-t3 C3 C4
2789577 103859 851  3873 1202 86 9 gwa-t3 C3 C4
2789578 103859 851  3873 1319 86 9 gwa-t3 C3 C4
2789579 103859 851  3873  649 86 9 gwa-t3 C3 C4
2789580 103859 851  3873 1225 86 9 gwa-t3 C3 C4
2789581 103859 851  3873 1416 86 9 gwa-t3 C3 C4
2789582 103859 851  3873  566 86 9 gwa-t3 C3 C4
2789583 103859 851  3873  737 86 9 gwa-t3 C3 C4
2789584 103859 851  3873  901 86 9 gwa-t3 C3 C4
2789585 103859 851  3873  595 86 9 gwa-t3 C3 C4
2789586 103859 851  3873 1007 86 9 gwa-t3 C3 C4
2789587 103859 851  3873  806 86 9 gwa-t3 C3 C4
2789588 103859 851  3873 1260 86 9 gwa-t3 C3 C4
2789589 103859 851  3873  880 86 9 gwa-t3 C3 C4
2789590 103859 851  3873 1053 86 9 gwa-t3 C3 C4
2789591 103859 851  3873  706 86 9 gwa-t3 C3 C4
2789592 103859 851  3873 1432 86 9 gwa-t3 C3 C4
2789593 103859 851  3873  821 86 9 gwa-t3 C3 C4
2789594 103859 851  3873 1164 86 9 gwa-t3 C3 C4
2789595 103859 851  3873  799 86 9 gwa-t3 C3 C4
2789596 103859 851  3873 1163 86 9 gwa-t3 C3 C4
2789597 103859 851  3873 1048 86 9 gwa-t3 C3 C4
2789598 103859 851  3873  590 86 9 gwa-t3 C3 C4
2789599 103859 851  3873  855 86 9 gwa-t3 C3 C4
2789600 103859 851  3873  619 86 9 gwa-t3 C3 C4
2789601 103859 851  3873 1088 86 9 gwa-t3 C3 C4
2789602 103859 851  3873  920 86 9 gwa-t3 C3 C4
2789603 103859 851  3873  695 86 9 gwa-t3 C3 C4
2789604 103859 851  3873  372 86 9 gwa-t3 C3 C4
2789605 103859 851  3873  778 86 9 gwa-t3 C3 C4
2789606 103859 851  3873  575 86 9 gwa-t3 C3 C4
2789607 103859 851  3873  897 86 9 gwa-t3 C3 C4
2789608 103859 851  3873 1147 86 9 gwa-t3 C3 C4
2789609 103859 851  3873  667 86 9 gwa-t3 C3 C4
2789610 103859 851  3873 1201 86 9 gwa-t3 C3 C4
2789611 103859 851  3873 1366 86 9 gwa-t3 C3 C4
2789612 103859 851  3873  788 86 9 gwa-t3 C3 C4
2789613 103859 851  3873 1464 86 9 gwa-t3 C3 C4
2789614 103859 851  3873  800 86 9 gwa-t3 C3 C4
2789615 103859 851  3873  683 86 9 gwa-t3 C3 C4
2789616 103859 851  3873  623 86 9 gwa-t3 C3 C4
2789617 103859 851  3873  904 86 9 gwa-t3 C3 C4
2789618 103859 851  3873  523 86 9 gwa-t3 C3 C4
2789619 103859 851  3873  843 86 9 gwa-t3 C3 C4
2789620 103859 851  3873  595 86 9 gwa-t3 C3 C4
2789621 103859 851  3873  973 86 9 gwa-t3 C3 C4
2789622 103859 851  3873 1127 86 9 gwa-t3 C3 C4
2789623 103859 851  3873  739 86 9 gwa-t3 C3 C4
2789624 103859 851  3873  993 86 9 gwa-t3 C3 C4
2789625 103859 851  3873  588 86 9 gwa-t3 C3 C4
2789626 103859 851  3873  994 86 9 gwa-t3 C3 C4
2789627 103859 851  3873  533 86 9 gwa-t3 C3 C4
2789628 103859 851  3873  750 86 9 gwa-t3 C3 C4
2789629 103859 851  3873  494 86 9 gwa-t3 C3 C4
2789630 103859 851  3873  381 86 9 gwa-t3 C3 C4
2789631 103859 851  3873  871 86 9 gwa-t3 C3 C4
2789632 103859 851  3873  836 86 9 gwa-t3 C3 C4
2789633 103859 851  3873 1499 86 9 gwa-t3 C3 C4
2789634 103859 851  3873 1631 86 9 gwa-t3 C3 C4
2789635 103859 851  3873  828 86 9 gwa-t3 C3 C4
2789636 103859 851  3873  844 86 9 gwa-t3 C3 C4
2789637 103859 851  3873 1030 86 9 gwa-t3 C3 C4
2789638 103859 851  3873  527 86 9 gwa-t3 C3 C4
2789639 103859 851  3873  932 86 9 gwa-t3 C3 C4
2789640 103859 851  3873 1155 86 9 gwa-t3 C3 C4
2789641 103859 851  3873  615 86 9 gwa-t3 C3 C4
2789642 103859 851  3873 1122 86 9 gwa-t3 C3 C4
2789643 103859 851  3873  780 86 9 gwa-t3 C3 C4
2789644 103859 851  3873 1046 86 9 gwa-t3 C3 C4
2789645 103859 851  3873  611 86 9 gwa-t3 C3 C4
2789646 103859 851  3873 1026 86 9 gwa-t3 C3 C4
2789647 103859 851  3873  717 86 9 gwa-t3 C3 C4
2789648 103859 851  3873  969 86 9 gwa-t3 C3 C4
2789649 103859 851  3873 1067 86 9 gwa-t3 C3 C4
2789650 103859 851  3873 1097 86 9 gwa-t3 C3 C4
2789651 103859 851  3873  801 86 9 gwa-t3 C3 C4
2789652 103859 851  3873  806 86 9 gwa-t3 C3 C4
2789653 103859 851  3873  754 86 9 gwa-t3 C3 C4
2789654 103859 851  3873 1071 86 9 gwa-t3 C3 C4
2789655 103859 851  3873  873 86 9 gwa-t3 C3 C4
2789656 103859 851  3873 1425 86 9 gwa-t3 C3 C4
2789657 103859 851  3873 1438 86 9 gwa-t3 C3 C4
2789658 103859 851  3873 1156 86 9 gwa-t3 C3 C4
2789659 103859 851  3873  647 86 9 gwa-t3 C3 C4
2789660 103859 851  3873  736 86 9 gwa-t3 C3 C4
2789661 103859 851  3873  716 86 9 gwa-t3 C3 C4
2789662 103859 851  3873  984 86 9 gwa-t3 C3 C4
2789663 103859 851  3873  426 86 9 gwa-t3 C3 C4
2789664 103859 851  3873  858 86 9 gwa-t3 C3 C4
2789665 103859 851  3873 1174 86 9 gwa-t3 C3 C4
2789666 103859 851  3873  947 86 9 gwa-t3 C3 C4
2789667 103859 851  3873  974 86 9 gwa-t3 C3 C4
2789668 103859 851  3873 1113 86 9 gwa-t3 C3 C4
2789669 103859 851  3873  729 86 9 gwa-t3 C3 C4
2789670 103859 851  3873  942 86 9 gwa-t3 C3 C4
2789671 103859 851  3873  669 86 9 gwa-t3 C3 C4
2789672 103859 851  3873 1453 86 9 gwa-t3 C3 C4
2789673 103859 851  3873  860 86 9 gwa-t3 C3 C4
2789674 103859 851  3873  632 86 9 gwa-t3 C3 C4
2789675 103859 851  3873 1001 86 9 gwa-t3 C3 C4
2789676 103859 851  3873 1445 86 9 gwa-t3 C3 C4
2789677 103859 851  3873 1062 86 9 gwa-t3 C3 C4
2789678 103859 851  3873  908 86 9 gwa-t3 C3 C4
2789679 103859 851  3873 1038 86 9 gwa-t3 C3 C4
2789680 103859 851  3873  616 86 9 gwa-t3 C3 C4
2789681 103859 851  3873  474 86 9 gwa-t3 C3 C4
2789682 103859 851  3873 1032 86 9 gwa-t3 C3 C4
2789683 103859 851  3873  931 86 9 gwa-t3 C3 C4
2789684 103859 851  3873 1267 86 9 gwa-t3 C3 C4
2789685 103859 851  3873 1151 86 9 gwa-t3 C3 C4
2789686 103859 851  3873 1343 86 9 gwa-t3 C3 C4
2789687 103859 851  3873 1210 86 9 gwa-t3 C3 C4
2789688 103859 851  3873  747 86 9 gwa-t3 C3 C4
2789689 103859 851  3873  811 86 9 gwa-t3 C3 C4
2789690 103859 851  3873 1410 86 9 gwa-t3 C3 C4
2789691 103859 851  3873  774 86 9 gwa-t3 C3 C4
2789692 103859 851  3873 1073 86 9 gwa-t3 C3 C4
2789693 103859 851  3873 1283 86 9 gwa-t3 C3 C4
2789694 103859 851  3873 1266 86 9 gwa-t3 C3 C4
2789695 103859 851  3873 1254 86 9 gwa-t3 C3 C4
2789696 103859 851  3873  549 86 9 gwa-t3 C3 C4
2789697 103859 851  3873  905 86 9 gwa-t3 C3 C4
2789698 103859 851  3873  732 86 9 gwa-t3 C3 C4
2789699 103859 851  3873 1039 86 9 gwa-t3 C3 C4
2789700 103859 851  3873  412 86 9 gwa-t3 C3 C4
2789701 103859 851  3873 1460 86 9 gwa-t3 C3 C4
2789702 103859 851  3873  939 86 9 gwa-t3 C3 C4
2789703 103859 851  3873 1085 86 9 gwa-t3 C3 C4
2789704 103859 851  3873 1559 86 9 gwa-t3 C3 C4
2789705 103859 851  3873  482 86 9 gwa-t3 C3 C4
2789706 103859 851  3873 1200 86 9 gwa-t3 C3 C4
2789707 103859 851  3873  809 86 9 gwa-t3 C3 C4
2789708 103859 851  3873  808 86 9 gwa-t3 C3 C4
2789709 103859 851  3873 1151 86 9 gwa-t3 C3 C4
2789710 103859 851  3873  676 86 9 gwa-t3 C3 C4
2789711 103859 851  3873 1237 86 9 gwa-t3 C3 C4
2789712 103859 851  3873 1054 86 9 gwa-t3 C3 C4
2789713 103859 851  3873 1434 86 9 gwa-t3 C3 C4
2789714 103859 851  3873 1074 86 9 gwa-t3 C3 C4
2789715 103859 851  3873  742 86 9 gwa-t3 C3 C4
2789716 103859 851  3873 1035 86 9 gwa-t3 C3 C4
2789717 103859 851  3873 1547 86 9 gwa-t3 C3 C4
2789718 103859 851  3873  564 86 9 gwa-t3 C3 C4
2789719 103859 851  3873  716 86 9 gwa-t3 C3 C4
2789720 103859 851  3873  666 86 9 gwa-t3 C3 C4
2789721 103859 851  3873 1292 86 9 gwa-t3 C3 C4
2789722 103859 851  3873 1019 86 9 gwa-t3 C3 C4
2789723 103859 851  3873 1109 86 9 gwa-t3 C3 C4
2789724 103859 851  3873 1203 86 9 gwa-t3 C3 C4
2789725 103859 851  3873 1047 86 9 gwa-t3 C3 C4
2789726 103859 851  3873  651 86 9 gwa-t3 C3 C4
2789727 103859 851  3873 1583 86 9 gwa-t3 C3 C4
2789728 103859 851  3873  915 86 9 gwa-t3 C3 C4
2789729 103859 851  3873 1262 86 9 gwa-t3 C3 C4
2789730 103859 851  3873 1156 86 9 gwa-t3 C3 C4
2789731 103859 851  3873 1195 86 9 gwa-t3 C3 C4
2789732 103859 851  3873  523 86 9 gwa-t3 C3 C4
2789733 103859 851  3873  643 86 9 gwa-t3 C3 C4
2789734 103859 851  3873 1079 86 9 gwa-t3 C3 C4
2789735 103859 851  3873  575 86 9 gwa-t3 C3 C4
2789736 103859 851  3873  986 86 9 gwa-t3 C3 C4
2789737 103859 851  3873 1407 86 9 gwa-t3 C3 C4
2789738 103859 851  3873  848 86 9 gwa-t3 C3 C4
2789739 103859 851  3873  600 86 9 gwa-t3 C3 C4
2789740 103859 851  3873  712 86 9 gwa-t3 C3 C4
2789741 103859 851  3873  685 86 9 gwa-t3 C3 C4
2789742 103859 851  3873 1121 86 9 gwa-t3 C3 C4
2789743 103859 851  3873  546 86 9 gwa-t3 C3 C4
2789744 103859 851  3873  886 86 9 gwa-t3 C3 C4
2789745 103859 851  3873  262 86 9 gwa-t3 C3 C4
2789746 103859 851  3873  954 86 9 gwa-t3 C3 C4
2789747 103859 851  3873  909 86 9 gwa-t3 C3 C4
2789748 103859 851  3873  666 86 9 gwa-t3 C3 C4
2789749 103859 851  3873  850 86 9 gwa-t3 C3 C4
2789750 103859 851  3873 1270 86 9 gwa-t3 C3 C4
2789751 103859 851  3873 1093 86 9 gwa-t3 C3 C4
2789752 103859 851  3873  982 86 9 gwa-t3 C3 C4
2789753 103859 851  3873  843 86 9 gwa-t3 C3 C4
2789754 103859 851  3873  212 86 9 gwa-t3 C3 C4
2789755 103859 851  3873 1094 86 9 gwa-t3 C3 C4
2789756 103859 851  3873  788 86 9 gwa-t3 C3 C4
2789757 103859 851  3873  689 86 9 gwa-t3 C3 C4
2789758 103859 851  3873  560 86 9 gwa-t3 C3 C4
2789759 103859 851  3873 1145 86 9 gwa-t3 C3 C4
2789760 103859 851  3873  993 86 9 gwa-t3 C3 C4
2789761 103859 851  3873  972 86 9 gwa-t3 C3 C4
2789762 103859 851  3873  186 86 9 gwa-t3 C3 C4
2789763 103859 851  3873 1269 86 9 gwa-t3 C3 C4
2789764 103859 851  3873  881 86 9 gwa-t3 C3 C4
2789765 103859 851  3873  851 86 9 gwa-t3 C3 C4
2789766 103859 851  3873  174 86 9 gwa-t3 C3 C4
2789767 103859 851  3873  486 86 9 gwa-t3 C3 C4
2789768 103859 851  3873  984 86 9 gwa-t3 C3 C4
2789769 103859 851  3873  882 86 9 gwa-t3 C3 C4
2789770 103859 851  3873  768 86 9 gwa-t3 C3 C4
2789771 103859 851  3873  660 86 9 gwa-t3 C3 C4
2789772 103859 851  3873  524 86 9 gwa-t3 C3 C4
2789773 103859 851  3873 1246 86 9 gwa-t3 C3 C4
2789774 103859 851  3873 1189 86 9 gwa-t3 C3 C4
2789775 103859 851  3873  491 86 9 gwa-t3 C3 C4
2789776 103859 851  3873  729 86 9 gwa-t3 C3 C4
2789777 103859 851  3873 1809 86 9 gwa-t3 C3 C4
2789778 103859 851  3873 1206 86 9 gwa-t3 C3 C4
2789779 103859 851  3873 1215 86 9 gwa-t3 C3 C4
2789780 103859 851  3873 1315 86 9 gwa-t3 C3 C4
2789781 103859 851  3873  349 86 9 gwa-t3 C3 C4
2789782 103859 851  3873  970 86 9 gwa-t3 C3 C4
2789783 103859 851  3873  911 86 9 gwa-t3 C3 C4
2789784 103859 851  3873 1266 86 9 gwa-t3 C3 C4
2789785 103859 851  3873 1330 86 9 gwa-t3 C3 C4
2789786 103859 851  3873 1344 86 9 gwa-t3 C3 C4
2789787 103859 851  3873  664 86 9 gwa-t3 C3 C4
2789788 103859 851  3873 1070 86 9 gwa-t3 C3 C4
2789789 103859 851  3873  893 86 9 gwa-t3 C3 C4
2789790 103859 851  3873  714 86 9 gwa-t3 C3 C4
2789791 103859 851  3873  590 86 9 gwa-t3 C3 C4
2789792 103859 851  3873 1059 86 9 gwa-t3 C3 C4
2789793 103859 851  3873 1263 86 9 gwa-t3 C3 C4
2789794 103859 851  3873  813 86 9 gwa-t3 C3 C4
2789795 103859 851  3873 1184 86 9 gwa-t3 C3 C4
2789796 103859 851  3873 1128 86 9 gwa-t3 C3 C4
2789797 103859 851  3873 1285 86 9 gwa-t3 C3 C4
2789798 103859 851  3873  542 86 9 gwa-t3 C3 C4
2789799 103859 851  3873  576 86 9 gwa-t3 C3 C4
2789800 103859 851  3873 1028 86 9 gwa-t3 C3 C4
2789801 103859 851  3873  977 86 9 gwa-t3 C3 C4
2789802 103859 851  3873  761 86 9 gwa-t3 C3 C4
2789803 103859 851  3873  844 86 9 gwa-t3 C3 C4
2789804 103859 851  3873  858 86 9 gwa-t3 C3 C4
2789805 103859 851  3873  516 86 9 gwa-t3 C3 C4
2789806 103859 851  3873 1297 86 9 gwa-t3 C3 C4
2789807 103859 851  3873  662 86 9 gwa-t3 C3 C4
2789808 103859 851  3873  825 86 9 gwa-t3 C3 C4
2789809 103859 851  3873 1133 86 9 gwa-t3 C3 C4
2789810 103859 851  3873 1165 86 9 gwa-t3 C3 C4
2789811 103859 851  3873 1059 86 9 gwa-t3 C3 C4
2789812 103859 851  3873 1537 86 9 gwa-t3 C3 C4
2789813 103859 851  3873  643 86 9 gwa-t3 C3 C4
2789814 103859 851  3873  824 86 9 gwa-t3 C3 C4
2789815 103859 851  3873 1165 86 9 gwa-t3 C3 C4
2789816 103859 851  3873  952 86 9 gwa-t3 C3 C4
2789817 103859 851  3873  885 86 9 gwa-t3 C3 C4
2789818 103859 851  3873  684 86 9 gwa-t3 C3 C4
2789819 103859 851  3873 1299 86 9 gwa-t3 C3 C4
2789820 103859 851  3873  673 86 9 gwa-t3 C3 C4
2789821 103859 851  3873  706 86 9 gwa-t3 C3 C4
2789822 103859 851  3873 1157 86 9 gwa-t3 C3 C4
2789823 103859 851  3873  381 86 9 gwa-t3 C3 C4
2789824 103859 851  3873 1087 86 9 gwa-t3 C3 C4
2789825 103859 851  3873  567 86 9 gwa-t3 C3 C4
2789826 103859 851  3873  735 86 9 gwa-t3 C3 C4
2789827 103859 851  3873  971 86 9 gwa-t3 C3 C4
2789828 103859 851  3873  708 86 9 gwa-t3 C3 C4
2789829 103859 851  3873  905 86 9 gwa-t3 C3 C4
2789830 103859 851  3873  832 86 9 gwa-t3 C3 C4
2789831 103859 851  3873  888 86 9 gwa-t3 C3 C4
2789832 103859 851  3873 1333 86 9 gwa-t3 C3 C4
2789833 103859 851  3873  976 86 9 gwa-t3 C3 C4
2789834 103859 851  3873  861 86 9 gwa-t3 C3 C4
2789835 103859 851  3873  917 86 9 gwa-t3 C3 C4
2789836 103859 851  3873 1309 86 9 gwa-t3 C3 C4
2789837 103859 851  3873  795 86 9 gwa-t3 C3 C4
2789838 103859 851  3873 1452 86 9 gwa-t3 C3 C4
2789839 103859 851  3873  926 86 9 gwa-t3 C3 C4
2789840 103859 851  3873  762 86 9 gwa-t3 C3 C4
2789841 103859 851  3873  847 86 9 gwa-t3 C3 C4
2789842 103859 851  3873  841 86 9 gwa-t3 C3 C4
2789843 103859 851  3873  304 86 9 gwa-t3 C3 C4
2789844 103859 851  3873 1285 86 9 gwa-t3 C3 C4
2789845 103859 851  3873  815 86 9 gwa-t3 C3 C4
2789846 103859 851  3873 1403 86 9 gwa-t3 C3 C4
2789847 103859 851  3873  847 86 9 gwa-t3 C3 C4
2789848 103859 851  3873  372 86 9 gwa-t3 C3 C4
2789849 103859 851  3873  570 86 9 gwa-t3 C3 C4
2789850 103859 851  3873  920 86 9 gwa-t3 C3 C4
2789851 103859 851  3873 1017 86 9 gwa-t3 C3 C4
2789852 103859 851  3873  774 86 9 gwa-t3 C3 C4
2789853 103859 851  3873 1268 86 9 gwa-t3 C3 C4
2789854 103859 851  3873 1014 86 9 gwa-t3 C3 C4
2789855 103859 851  3873 1030 86 9 gwa-t3 C3 C4
2789856 103859 851  3873  942 86 9 gwa-t3 C3 C4
2789857 103859 851  3873  656 86 9 gwa-t3 C3 C4
2789858 103859 851  3873 1059 86 9 gwa-t3 C3 C4
2789859 103859 851  3873 1035 86 9 gwa-t3 C3 C4
2789860 103859 851  3873  487 86 9 gwa-t3 C3 C4
2789861 103859 851  3873  986 86 9 gwa-t3 C3 C4
