"TaskId" "JobId" "ThinkTime" "RunTime" "UserId" "SiteId"
7785 584 -1 1761 "U184" "P19"
7786 584 -1 911 "U184" "P19"
7787 584 -1 1024 "U184" "P19"
7788 584 -1 1051 "U184" "P19"
7789 584 -1 548 "U184" "P19"
7790 584 -1 1275 "U184" "P19"
7791 584 -1 481 "U184" "P19"
7792 584 -1 1185 "U184" "P19"
7793 584 -1 1388 "U184" "P19"
7794 584 -1 1697 "U184" "P19"
7795 584 -1 2085 "U184" "P19"
7796 584 -1 1110 "U184" "P19"
7797 584 -1 455 "U184" "P19"
7798 584 -1 1071 "U184" "P19"
7799 585 12 483 "U185" "P19"
7800 585 -1 1176 "U185" "P19"
7801 585 -1 1290 "U185" "P19"
7802 585 -1 497 "U185" "P19"
7803 585 -1 625 "U185" "P19"
7804 585 -1 779 "U185" "P19"
7805 585 -1 996 "U185" "P19"
7806 585 -1 1607 "U185" "P19"
7807 585 -1 505 "U185" "P19"
7808 585 -1 827 "U185" "P19"
7809 585 -1 849 "U185" "P19"
7810 585 -1 402 "U185" "P19"
7811 586 1 913 "U186" "P19"
7812 586 -1 1181 "U186" "P19"
7813 586 -1 928 "U186" "P19"
7814 586 -1 1165 "U186" "P19"
7815 586 -1 1150 "U186" "P19"
7816 586 -1 1604 "U186" "P19"
7817 586 -1 231 "U186" "P19"
7818 586 -1 1496 "U186" "P19"
7819 586 -1 873 "U186" "P19"
7820 586 -1 1075 "U186" "P19"
7821 586 -1 762 "U186" "P19"
7822 586 -1 1675 "U186" "P19"
7823 586 -1 19 "U186" "P19"
7824 586 -1 1809 "U186" "P19"
7825 586 -1 1224 "U186" "P19"
7826 586 -1 1714 "U186" "P19"
7827 586 -1 1973 "U186" "P19"
7828 586 -1 1157 "U186" "P19"
7829 587 13 1899 "U187" "P19"
7830 587 -1 1828 "U187" "P19"
7831 587 -1 1550 "U187" "P19"
7832 587 -1 495 "U187" "P19"
7833 587 -1 1863 "U187" "P19"
7834 587 -1 1889 "U187" "P19"
7835 588 733 2004 "U188" "P19"
7836 588 -1 959 "U188" "P19"
7837 588 -1 1592 "U188" "P19"
7838 588 -1 773 "U188" "P19"
7839 588 -1 1429 "U188" "P19"
7840 588 -1 992 "U188" "P19"
7841 588 -1 977 "U188" "P19"
7842 588 -1 764 "U188" "P19"
7843 588 -1 1742 "U188" "P19"
7844 588 -1 1039 "U188" "P19"
7845 588 -1 1094 "U188" "P19"
7846 589 3 2300 "U189" "P19"
7847 589 -1 109 "U189" "P19"
7848 589 -1 1279 "U189" "P19"
7849 589 -1 1129 "U189" "P19"
7850 589 -1 291 "U189" "P19"
7851 589 -1 620 "U189" "P19"
7852 589 -1 772 "U189" "P19"
7853 589 -1 201 "U189" "P19"
7854 589 -1 1018 "U189" "P19"
7855 589 -1 840 "U189" "P19"
7856 590 792 706 "U190" "P19"
7857 590 -1 1448 "U190" "P19"
7858 590 -1 883 "U190" "P19"
7859 591 9 714 "U191" "P20"
7860 591 -1 896 "U191" "P20"
7861 591 -1 944 "U191" "P20"
7862 591 -1 1685 "U191" "P20"
7863 591 -1 1385 "U191" "P20"
7864 592 11 1402 "U192" "P20"
7865 592 -1 2068 "U192" "P20"
7866 592 -1 1176 "U192" "P20"
7867 592 -1 763 "U192" "P20"
7868 592 -1 603 "U192" "P20"
7869 592 -1 582 "U192" "P20"
7870 593 27 111 "U193" "P20"
7871 593 -1 1344 "U193" "P20"
7872 593 -1 1733 "U193" "P20"
7873 593 -1 1054 "U193" "P20"
7874 593 -1 1461 "U193" "P20"
7875 593 -1 2289 "U193" "P20"
7876 593 -1 1156 "U193" "P20"
7877 593 -1 576 "U193" "P20"
7878 593 -1 1262 "U193" "P20"
7879 593 -1 807 "U193" "P20"
7880 593 -1 1696 "U193" "P20"
7881 593 -1 831 "U193" "P20"
7882 593 -1 1687 "U193" "P20"
7883 593 -1 1850 "U193" "P20"
7884 593 -1 2195 "U193" "P20"
7885 593 -1 175 "U193" "P20"
7886 593 -1 789 "U193" "P20"
7887 593 -1 1187 "U193" "P20"
7888 593 -1 1167 "U193" "P20"
7889 593 -1 1826 "U193" "P20"
7890 593 -1 351 "U193" "P20"
7891 593 -1 984 "U193" "P20"
7892 593 -1 1321 "U193" "P20"
7893 593 -1 671 "U193" "P20"
7894 593 -1 1528 "U193" "P20"
7895 593 -1 1331 "U193" "P20"
7896 593 -1 2012 "U193" "P20"
7897 593 -1 1036 "U193" "P20"
7898 593 -1 1349 "U193" "P20"
7899 593 -1 348 "U193" "P20"
7900 593 -1 733 "U193" "P20"
7901 593 -1 2365 "U193" "P20"
7902 594 1 874 "U194" "P20"
7903 594 -1 1825 "U194" "P20"
7904 595 269 1532 "U195" "P20"
7905 596 1 2260 "U196" "P20"
7906 596 -1 1113 "U196" "P20"
7907 596 -1 98 "U196" "P20"
7908 596 -1 1063 "U196" "P20"
7909 596 -1 1314 "U196" "P20"
7910 596 -1 713 "U196" "P20"
7911 596 -1 1209 "U196" "P20"
7912 596 -1 1628 "U196" "P20"
7913 596 -1 1457 "U196" "P20"
7914 596 -1 319 "U196" "P20"
7915 596 -1 1612 "U196" "P20"
7916 596 -1 735 "U196" "P20"
7917 596 -1 1057 "U196" "P20"
7918 596 -1 2042 "U196" "P20"
7919 596 -1 569 "U196" "P20"
7920 596 -1 1373 "U196" "P20"
7921 597 322 1665 "U197" "P20"
7922 597 -1 984 "U197" "P20"
7923 597 -1 733 "U197" "P20"
7924 598 14 786 "U198" "P20"
7925 598 -1 1742 "U198" "P20"
7926 598 -1 1464 "U198" "P20"
7927 598 -1 1238 "U198" "P20"
7928 599 1 631 "U199" "P20"
7929 599 -1 1861 "U199" "P20"
7930 599 -1 753 "U199" "P20"
7931 599 -1 1547 "U199" "P20"
7932 599 -1 978 "U199" "P20"
7933 599 -1 437 "U199" "P20"
7934 599 -1 1045 "U199" "P20"
7935 599 -1 1367 "U199" "P20"
7936 599 -1 1094 "U199" "P20"
7937 599 -1 1645 "U199" "P20"
7938 599 -1 352 "U199" "P20"
7939 599 -1 1707 "U199" "P20"
7940 599 -1 479 "U199" "P20"
7941 599 -1 1199 "U199" "P20"
7942 599 -1 302 "U199" "P20"
7943 599 -1 505 "U199" "P20"
7944 599 -1 2284 "U199" "P20"
7945 599 -1 1334 "U199" "P20"
7946 599 -1 535 "U199" "P20"
7947 600 1 1201 "U200" "P20"
7948 600 -1 1260 "U200" "P20"
7949 600 -1 1120 "U200" "P20"
7950 601 3 1732 "U201" "P21"
7951 601 -1 534 "U201" "P21"
7952 601 -1 1745 "U201" "P21"
7953 601 -1 1446 "U201" "P21"
7954 601 -1 1712 "U201" "P21"
7955 602 693 522 "U202" "P21"
7956 602 -1 1012 "U202" "P21"
7957 602 -1 1373 "U202" "P21"
7958 602 -1 1646 "U202" "P21"
7959 602 -1 1058 "U202" "P21"
7960 602 -1 988 "U202" "P21"
7961 602 -1 2093 "U202" "P21"
7962 602 -1 1487 "U202" "P21"
7963 602 -1 1697 "U202" "P21"
7964 602 -1 1104 "U202" "P21"
7965 602 -1 282 "U202" "P21"
7966 602 -1 1316 "U202" "P21"
7967 602 -1 508 "U202" "P21"
7968 602 -1 447 "U202" "P21"
7969 602 -1 1226 "U202" "P21"
7970 602 -1 1702 "U202" "P21"
7971 602 -1 1483 "U202" "P21"
7972 602 -1 1851 "U202" "P21"
7973 602 -1 550 "U202" "P21"
7974 602 -1 1323 "U202" "P21"
7975 602 -1 2177 "U202" "P21"
7976 602 -1 1136 "U202" "P21"
7977 602 -1 144 "U202" "P21"
7978 602 -1 1162 "U202" "P21"
7979 602 -1 1169 "U202" "P21"
7980 602 -1 1254 "U202" "P21"
7981 602 -1 1444 "U202" "P21"
7982 602 -1 1621 "U202" "P21"
7983 602 -1 258 "U202" "P21"
7984 602 -1 952 "U202" "P21"
7985 602 -1 2125 "U202" "P21"
7986 602 -1 1224 "U202" "P21"
7987 602 -1 802 "U202" "P21"
7988 602 -1 1977 "U202" "P21"
7989 602 -1 829 "U202" "P21"
7990 602 -1 1239 "U202" "P21"
7991 603 1 1220 "U203" "P21"
7992 603 -1 765 "U203" "P21"
7993 603 -1 1236 "U203" "P21"
7994 603 -1 402 "U203" "P21"
7995 603 -1 1354 "U203" "P21"
7996 603 -1 709 "U203" "P21"
7997 603 -1 1533 "U203" "P21"
7998 603 -1 914 "U203" "P21"
7999 603 -1 748 "U203" "P21"
8000 603 -1 986 "U203" "P21"
8001 603 -1 637 "U203" "P21"
8002 603 -1 2037 "U203" "P21"
8003 604 278 2176 "U204" "P21"
8004 604 -1 1446 "U204" "P21"
8005 604 -1 1145 "U204" "P21"
8006 604 -1 1324 "U204" "P21"
8007 604 -1 1146 "U204" "P21"
8008 604 -1 924 "U204" "P21"
8009 604 -1 1541 "U204" "P21"
8010 604 -1 324 "U204" "P21"
8011 604 -1 750 "U204" "P21"
8012 604 -1 1028 "U204" "P21"
8013 604 -1 1699 "U204" "P21"
8014 604 -1 884 "U204" "P21"
8015 605 1 101 "U205" "P21"
8016 605 -1 1828 "U205" "P21"
8017 605 -1 889 "U205" "P21"
8018 605 -1 1833 "U205" "P21"
8019 605 -1 2017 "U205" "P21"
8020 605 -1 1234 "U205" "P21"
8021 606 64 1270 "U206" "P21"
8022 606 -1 2081 "U206" "P21"
8023 607 4 1427 "U207" "P21"
8024 607 -1 1122 "U207" "P21"
8025 608 191 1592 "U208" "P21"
8026 608 -1 1971 "U208" "P21"
8027 608 -1 1778 "U208" "P21"
8028 608 -1 93 "U208" "P21"
8029 608 -1 708 "U208" "P21"
8030 609 59 956 "U209" "P21"
8031 609 -1 264 "U209" "P21"
8032 609 -1 881 "U209" "P21"
8033 609 -1 1613 "U209" "P21"
8034 609 -1 1144 "U209" "P21"
8035 609 -1 1382 "U209" "P21"
8036 609 -1 1745 "U209" "P21"
8037 609 -1 1040 "U209" "P21"
8038 609 -1 2000 "U209" "P21"
8039 609 -1 1084 "U209" "P21"
8040 609 -1 1645 "U209" "P21"
8041 609 -1 2148 "U209" "P21"
8042 609 -1 658 "U209" "P21"
8043 609 -1 1570 "U209" "P21"
8044 609 -1 280 "U209" "P21"
8045 609 -1 1899 "U209" "P21"
8046 609 -1 1733 "U209" "P21"
8047 609 -1 983 "U209" "P21"
8048 609 -1 1194 "U209" "P21"
8049 609 -1 1323 "U209" "P21"
8050 609 -1 1413 "U209" "P21"
8051 609 -1 513 "U209" "P21"
8052 609 -1 351 "U209" "P21"
8053 609 -1 2359 "U209" "P21"
8054 609 -1 1574 "U209" "P21"
8055 609 -1 829 "U209" "P21"
8056 609 -1 981 "U209" "P21"
8057 609 -1 385 "U209" "P21"
8058 609 -1 581 "U209" "P21"
8059 609 -1 2385 "U209" "P21"
8060 609 -1 1773 "U209" "P21"
8061 609 -1 940 "U209" "P21"
8062 609 -1 1469 "U209" "P21"
8063 609 -1 366 "U209" "P21"
8064 609 -1 523 "U209" "P21"
8065 609 -1 1476 "U209" "P21"
8066 609 -1 1419 "U209" "P21"
8067 609 -1 1607 "U209" "P21"
8068 609 -1 493 "U209" "P21"
8069 609 -1 1727 "U209" "P21"
8070 609 -1 663 "U209" "P21"
8071 609 -1 697 "U209" "P21"
8072 609 -1 1415 "U209" "P21"
8073 609 -1 1702 "U209" "P21"
8074 609 -1 741 "U209" "P21"
8075 609 -1 1626 "U209" "P21"
8076 609 -1 1671 "U209" "P21"
8077 609 -1 698 "U209" "P21"
8078 609 -1 1206 "U209" "P21"
8079 609 -1 793 "U209" "P21"
8080 609 -1 2214 "U209" "P21"
8081 609 -1 677 "U209" "P21"
8082 609 -1 585 "U209" "P21"
8083 609 -1 917 "U209" "P21"
8084 609 -1 1635 "U209" "P21"
8085 609 -1 1013 "U209" "P21"
8086 609 -1 852 "U209" "P21"
8087 609 -1 2073 "U209" "P21"
8088 609 -1 951 "U209" "P21"
8089 609 -1 2160 "U209" "P21"
8090 609 -1 1366 "U209" "P21"
8091 609 -1 574 "U209" "P21"
8092 609 -1 871 "U209" "P21"
8093 610 3 2086 "U210" "P21"
8094 610 -1 1626 "U210" "P21"
8095 610 -1 1773 "U210" "P21"
8096 610 -1 2044 "U210" "P21"
8097 610 -1 1852 "U210" "P21"
8098 610 -1 1181 "U210" "P21"
8099 610 -1 442 "U210" "P21"
8100 610 -1 1038 "U210" "P21"
8101 610 -1 1267 "U210" "P21"
8102 611 551 1277 "U211" "P22"
8103 611 -1 1247 "U211" "P22"
8104 611 -1 1640 "U211" "P22"
8105 611 -1 1548 "U211" "P22"
8106 611 -1 811 "U211" "P22"
8107 611 -1 1036 "U211" "P22"
8108 611 -1 939 "U211" "P22"
8109 611 -1 979 "U211" "P22"
8110 612 521 1118 "U212" "P22"
8111 612 -1 966 "U212" "P22"
8112 612 -1 1355 "U212" "P22"
8113 612 -1 845 "U212" "P22"
8114 612 -1 829 "U212" "P22"
8115 612 -1 1795 "U212" "P22"
8116 612 -1 1677 "U212" "P22"
8117 612 -1 227 "U212" "P22"
8118 612 -1 1480 "U212" "P22"
8119 612 -1 821 "U212" "P22"
8120 613 11 1749 "U213" "P22"
8121 613 -1 1841 "U213" "P22"
8122 613 -1 878 "U213" "P22"
8123 613 -1 47 "U213" "P22"
8124 613 -1 1541 "U213" "P22"
8125 614 1 2246 "U214" "P22"
8126 614 -1 1532 "U214" "P22"
8127 615 10 787 "U215" "P22"
8128 615 -1 1915 "U215" "P22"
8129 615 -1 932 "U215" "P22"
8130 615 -1 1362 "U215" "P22"
8131 615 -1 1540 "U215" "P22"
8132 615 -1 1363 "U215" "P22"
8133 615 -1 2037 "U215" "P22"
8134 615 -1 1273 "U215" "P22"
8135 615 -1 1303 "U215" "P22"
8136 615 -1 836 "U215" "P22"
8137 615 -1 1146 "U215" "P22"
8138 615 -1 962 "U215" "P22"
8139 615 -1 1250 "U215" "P22"
8140 615 -1 1215 "U215" "P22"
8141 615 -1 670 "U215" "P22"
8142 615 -1 89 "U215" "P22"
8143 615 -1 1652 "U215" "P22"
8144 615 -1 1551 "U215" "P22"
8145 615 -1 88 "U215" "P22"
8146 615 -1 777 "U215" "P22"
8147 615 -1 1249 "U215" "P22"
8148 615 -1 1515 "U215" "P22"
8149 615 -1 1863 "U215" "P22"
8150 615 -1 1682 "U215" "P22"
8151 615 -1 1230 "U215" "P22"
8152 615 -1 1135 "U215" "P22"
8153 615 -1 1970 "U215" "P22"
8154 615 -1 31 "U215" "P22"
8155 615 -1 2015 "U215" "P22"
8156 615 -1 481 "U215" "P22"
8157 615 -1 963 "U215" "P22"
8158 615 -1 949 "U215" "P22"
8159 615 -1 1425 "U215" "P22"
8160 615 -1 1771 "U215" "P22"
8161 615 -1 790 "U215" "P22"
8162 615 -1 1064 "U215" "P22"
8163 615 -1 2144 "U215" "P22"
8164 615 -1 1132 "U215" "P22"
8165 615 -1 1588 "U215" "P22"
8166 615 -1 1077 "U215" "P22"
8167 615 -1 1990 "U215" "P22"
8168 615 -1 1868 "U215" "P22"
8169 615 -1 586 "U215" "P22"
8170 615 -1 363 "U215" "P22"
8171 615 -1 1498 "U215" "P22"
8172 615 -1 865 "U215" "P22"
8173 615 -1 1596 "U215" "P22"
8174 615 -1 1020 "U215" "P22"
8175 615 -1 991 "U215" "P22"
8176 615 -1 1643 "U215" "P22"
8177 615 -1 812 "U215" "P22"
8178 615 -1 793 "U215" "P22"
8179 615 -1 1502 "U215" "P22"
8180 615 -1 1136 "U215" "P22"
8181 615 -1 1895 "U215" "P22"
8182 615 -1 895 "U215" "P22"
8183 615 -1 610 "U215" "P22"
8184 615 -1 1406 "U215" "P22"
8185 615 -1 765 "U215" "P22"
8186 615 -1 1228 "U215" "P22"
8187 615 -1 1486 "U215" "P22"
8188 615 -1 641 "U215" "P22"
8189 615 -1 767 "U215" "P22"
8190 615 -1 1867 "U215" "P22"
8191 615 -1 755 "U215" "P22"
8192 615 -1 768 "U215" "P22"
8193 615 -1 375 "U215" "P22"
8194 615 -1 1020 "U215" "P22"
8195 615 -1 1729 "U215" "P22"
8196 615 -1 835 "U215" "P22"
8197 615 -1 1072 "U215" "P22"
8198 615 -1 1321 "U215" "P22"
8199 615 -1 560 "U215" "P22"
8200 615 -1 1294 "U215" "P22"
8201 615 -1 1920 "U215" "P22"
8202 615 -1 1070 "U215" "P22"
8203 615 -1 724 "U215" "P22"
8204 615 -1 639 "U215" "P22"
8205 615 -1 1651 "U215" "P22"
8206 615 -1 985 "U215" "P22"
8207 615 -1 1105 "U215" "P22"
8208 615 -1 874 "U215" "P22"
8209 615 -1 1089 "U215" "P22"
8210 615 -1 1775 "U215" "P22"
8211 615 -1 1059 "U215" "P22"
8212 615 -1 1196 "U215" "P22"
8213 615 -1 1908 "U215" "P22"
8214 615 -1 1223 "U215" "P22"
8215 615 -1 521 "U215" "P22"
8216 615 -1 1084 "U215" "P22"
8217 615 -1 759 "U215" "P22"
8218 615 -1 1552 "U215" "P22"
8219 615 -1 706 "U215" "P22"
8220 615 -1 905 "U215" "P22"
8221 615 -1 1471 "U215" "P22"
8222 615 -1 630 "U215" "P22"
8223 615 -1 2216 "U215" "P22"
8224 615 -1 1273 "U215" "P22"
8225 615 -1 1279 "U215" "P22"
8226 615 -1 1533 "U215" "P22"
8227 615 -1 1375 "U215" "P22"
8228 615 -1 1423 "U215" "P22"
8229 615 -1 1328 "U215" "P22"
8230 615 -1 1225 "U215" "P22"
8231 615 -1 2333 "U215" "P22"
8232 615 -1 1926 "U215" "P22"
8233 615 -1 549 "U215" "P22"
8234 615 -1 1421 "U215" "P22"
8235 615 -1 740 "U215" "P22"
8236 615 -1 469 "U215" "P22"
8237 615 -1 732 "U215" "P22"
8238 615 -1 1268 "U215" "P22"
8239 615 -1 1365 "U215" "P22"
8240 615 -1 1501 "U215" "P22"
8241 615 -1 573 "U215" "P22"
8242 615 -1 721 "U215" "P22"
8243 615 -1 758 "U215" "P22"
8244 615 -1 863 "U215" "P22"
8245 615 -1 1677 "U215" "P22"
8246 615 -1 985 "U215" "P22"
8247 615 -1 840 "U215" "P22"
8248 615 -1 287 "U215" "P22"
8249 615 -1 1063 "U215" "P22"
8250 615 -1 1193 "U215" "P22"
8251 615 -1 1779 "U215" "P22"
8252 615 -1 1311 "U215" "P22"
8253 615 -1 1076 "U215" "P22"
8254 615 -1 1158 "U215" "P22"
8255 615 -1 1163 "U215" "P22"
8256 615 -1 730 "U215" "P22"
8257 615 -1 937 "U215" "P22"
8258 615 -1 1243 "U215" "P22"
8259 615 -1 1126 "U215" "P22"
8260 615 -1 619 "U215" "P22"
8261 615 -1 2067 "U215" "P22"
8262 615 -1 442 "U215" "P22"
8263 616 4 760 "U216" "P22"
8264 616 -1 1314 "U216" "P22"
8265 616 -1 1286 "U216" "P22"
8266 616 -1 736 "U216" "P22"
8267 617 32 1436 "U217" "P22"
8268 617 -1 905 "U217" "P22"
8269 617 -1 1583 "U217" "P22"
8270 617 -1 591 "U217" "P22"
8271 617 -1 817 "U217" "P22"
8272 618 1323 1829 "U218" "P22"
8273 619 29 721 "U219" "P22"
8274 619 -1 758 "U219" "P22"
8275 619 -1 1391 "U219" "P22"
8276 619 -1 823 "U219" "P22"
8277 619 -1 1465 "U219" "P22"
8278 620 3 1892 "U220" "P22"
8279 620 -1 1780 "U220" "P22"
8280 620 -1 2131 "U220" "P22"
8281 620 -1 656 "U220" "P22"
8282 620 -1 1598 "U220" "P22"
8283 621 55 1050 "U221" "P23"
8284 621 -1 1119 "U221" "P23"
8285 621 -1 568 "U221" "P23"
8286 621 -1 970 "U221" "P23"
8287 621 -1 738 "U221" "P23"
8288 622 5 693 "U222" "P23"
8289 623 9 1014 "U223" "P23"
8290 623 -1 1205 "U223" "P23"
8291 623 -1 940 "U223" "P23"
8292 623 -1 812 "U223" "P23"
8293 623 -1 1424 "U223" "P23"
8294 623 -1 1515 "U223" "P23"
8295 623 -1 212 "U223" "P23"
8296 623 -1 1475 "U223" "P23"
8297 623 -1 370 "U223" "P23"
8298 623 -1 1806 "U223" "P23"
8299 623 -1 2346 "U223" "P23"
8300 623 -1 330 "U223" "P23"
8301 623 -1 2033 "U223" "P23"
8302 623 -1 1396 "U223" "P23"
8303 623 -1 895 "U223" "P23"
8304 623 -1 2298 "U223" "P23"
8305 623 -1 683 "U223" "P23"
8306 623 -1 1099 "U223" "P23"
8307 623 -1 807 "U223" "P23"
8308 623 -1 1078 "U223" "P23"
8309 623 -1 775 "U223" "P23"
8310 623 -1 1342 "U223" "P23"
8311 623 -1 797 "U223" "P23"
8312 623 -1 1183 "U223" "P23"
8313 623 -1 145 "U223" "P23"
8314 623 -1 1166 "U223" "P23"
8315 623 -1 1839 "U223" "P23"
8316 623 -1 1904 "U223" "P23"
8317 623 -1 1581 "U223" "P23"
8318 623 -1 1801 "U223" "P23"
8319 623 -1 469 "U223" "P23"
8320 623 -1 1656 "U223" "P23"
8321 623 -1 1945 "U223" "P23"
8322 623 -1 2095 "U223" "P23"
8323 623 -1 773 "U223" "P23"
8324 623 -1 1328 "U223" "P23"
8325 623 -1 1193 "U223" "P23"
8326 623 -1 179 "U223" "P23"
8327 623 -1 1021 "U223" "P23"
8328 623 -1 184 "U223" "P23"
8329 623 -1 998 "U223" "P23"
8330 623 -1 801 "U223" "P23"
8331 623 -1 1937 "U223" "P23"
8332 623 -1 1308 "U223" "P23"
8333 623 -1 2330 "U223" "P23"
8334 623 -1 565 "U223" "P23"
8335 623 -1 1839 "U223" "P23"
8336 623 -1 1656 "U223" "P23"
8337 623 -1 973 "U223" "P23"
8338 623 -1 2150 "U223" "P23"
8339 624 216 1451 "U224" "P23"
8340 624 -1 874 "U224" "P23"
8341 624 -1 518 "U224" "P23"
8342 624 -1 1170 "U224" "P23"
8343 624 -1 2152 "U224" "P23"
8344 624 -1 560 "U224" "P23"
8345 624 -1 921 "U224" "P23"
8346 624 -1 1484 "U224" "P23"
8347 624 -1 376 "U224" "P23"
8348 624 -1 1434 "U224" "P23"
8349 624 -1 2228 "U224" "P23"
8350 624 -1 928 "U224" "P23"
8351 624 -1 474 "U224" "P23"
8352 624 -1 484 "U224" "P23"
8353 624 -1 874 "U224" "P23"
8354 624 -1 991 "U224" "P23"
8355 624 -1 1094 "U224" "P23"
8356 624 -1 1835 "U224" "P23"
8357 624 -1 1958 "U224" "P23"
8358 624 -1 1217 "U224" "P23"
8359 624 -1 860 "U224" "P23"
8360 624 -1 612 "U224" "P23"
8361 624 -1 642 "U224" "P23"
8362 624 -1 1808 "U224" "P23"
8363 624 -1 1403 "U224" "P23"
8364 624 -1 328 "U224" "P23"
8365 624 -1 1044 "U224" "P23"
8366 624 -1 726 "U224" "P23"
8367 624 -1 1232 "U224" "P23"
8368 624 -1 622 "U224" "P23"
8369 624 -1 1329 "U224" "P23"
8370 624 -1 1098 "U224" "P23"
8371 624 -1 1340 "U224" "P23"
8372 624 -1 1004 "U224" "P23"
8373 624 -1 1589 "U224" "P23"
8374 624 -1 824 "U224" "P23"
8375 624 -1 876 "U224" "P23"
8376 624 -1 1158 "U224" "P23"
8377 624 -1 1873 "U224" "P23"
8378 624 -1 980 "U224" "P23"
8379 624 -1 266 "U224" "P23"
8380 624 -1 1230 "U224" "P23"
8381 624 -1 1370 "U224" "P23"
8382 624 -1 662 "U224" "P23"
8383 624 -1 1142 "U224" "P23"
8384 624 -1 226 "U224" "P23"
8385 624 -1 1481 "U224" "P23"
8386 624 -1 1534 "U224" "P23"
8387 625 9791 2134 "U225" "P23"
8388 625 -1 449 "U225" "P23"
8389 625 -1 457 "U225" "P23"
8390 625 -1 1696 "U225" "P23"
8391 625 -1 1275 "U225" "P23"
8392 625 -1 545 "U225" "P23"
8393 625 -1 1150 "U225" "P23"
8394 625 -1 1292 "U225" "P23"
8395 625 -1 2049 "U225" "P23"
8396 625 -1 298 "U225" "P23"
8397 625 -1 1164 "U225" "P23"
8398 625 -1 974 "U225" "P23"
8399 625 -1 1333 "U225" "P23"
8400 625 -1 774 "U225" "P23"
8401 625 -1 1948 "U225" "P23"
8402 626 1 2303 "U226" "P23"
8403 626 -1 1197 "U226" "P23"
8404 627 1 1057 "U227" "P23"
8405 627 -1 1723 "U227" "P23"
8406 627 -1 780 "U227" "P23"
8407 627 -1 1014 "U227" "P23"
8408 627 -1 869 "U227" "P23"
8409 627 -1 976 "U227" "P23"
8410 627 -1 1036 "U227" "P23"
8411 627 -1 1273 "U227" "P23"
8412 627 -1 1116 "U227" "P23"
8413 627 -1 1559 "U227" "P23"
8414 627 -1 74 "U227" "P23"
8415 627 -1 1396 "U227" "P23"
8416 627 -1 1695 "U227" "P23"
8417 627 -1 1404 "U227" "P23"
8418 627 -1 1490 "U227" "P23"
8419 628 26 43 "U228" "P23"
8420 628 -1 1474 "U228" "P23"
8421 628 -1 1430 "U228" "P23"
8422 628 -1 986 "U228" "P23"
8423 628 -1 1266 "U228" "P23"
8424 629 7 780 "U229" "P23"
8425 629 -1 1873 "U229" "P23"
8426 629 -1 2062 "U229" "P23"
8427 629 -1 609 "U229" "P23"
8428 629 -1 1460 "U229" "P23"
8429 630 14 1078 "U230" "P23"
8430 630 -1 981 "U230" "P23"
8431 630 -1 1505 "U230" "P23"
8432 630 -1 1191 "U230" "P23"
8433 630 -1 1167 "U230" "P23"
8434 630 -1 1455 "U230" "P23"
8435 630 -1 751 "U230" "P23"
8436 630 -1 1244 "U230" "P23"
8437 630 -1 616 "U230" "P23"
8438 630 -1 1356 "U230" "P23"
8439 630 -1 619 "U230" "P23"
8440 630 -1 2307 "U230" "P23"
8441 630 -1 638 "U230" "P23"
8442 630 -1 1374 "U230" "P23"
8443 630 -1 119 "U230" "P23"
8444 630 -1 1207 "U230" "P23"
8445 630 -1 678 "U230" "P23"
8446 630 -1 1551 "U230" "P23"
8447 630 -1 1526 "U230" "P23"
8448 630 -1 1729 "U230" "P23"
8449 630 -1 957 "U230" "P23"
8450 630 -1 190 "U230" "P23"
8451 630 -1 751 "U230" "P23"
8452 630 -1 1356 "U230" "P23"
8453 630 -1 1391 "U230" "P23"
8454 630 -1 1391 "U230" "P23"
8455 630 -1 1010 "U230" "P23"
8456 630 -1 917 "U230" "P23"
8457 630 -1 907 "U230" "P23"
8458 630 -1 1093 "U230" "P23"
8459 630 -1 1112 "U230" "P23"
8460 631 110 1332 "U231" "P24"
8461 631 -1 2177 "U231" "P24"
8462 632 599 374 "U232" "P24"
8463 632 -1 1542 "U232" "P24"
8464 632 -1 511 "U232" "P24"
8465 632 -1 453 "U232" "P24"
8466 633 25 1093 "U233" "P24"
8467 633 -1 631 "U233" "P24"
8468 633 -1 2292 "U233" "P24"
8469 634 3 805 "U234" "P24"
8470 634 -1 670 "U234" "P24"
8471 634 -1 1370 "U234" "P24"
8472 634 -1 1601 "U234" "P24"
8473 634 -1 908 "U234" "P24"
8474 634 -1 1322 "U234" "P24"
8475 634 -1 956 "U234" "P24"
8476 635 1069 1625 "U235" "P24"
8477 635 -1 1421 "U235" "P24"
8478 636 6 390 "U236" "P24"
8479 636 -1 821 "U236" "P24"
8480 636 -1 961 "U236" "P24"
8481 637 79 705 "U237" "P24"
8482 637 -1 2147 "U237" "P24"
8483 637 -1 1059 "U237" "P24"
8484 637 -1 568 "U237" "P24"
8485 637 -1 1043 "U237" "P24"
8486 637 -1 2253 "U237" "P24"
8487 637 -1 795 "U237" "P24"
8488 637 -1 2017 "U237" "P24"
8489 637 -1 907 "U237" "P24"
8490 637 -1 889 "U237" "P24"
8491 637 -1 1723 "U237" "P24"
8492 637 -1 1892 "U237" "P24"
8493 637 -1 1017 "U237" "P24"
8494 637 -1 1407 "U237" "P24"
8495 637 -1 764 "U237" "P24"
8496 638 930 1845 "U238" "P24"
8497 638 -1 1752 "U238" "P24"
8498 638 -1 332 "U238" "P24"
