time jobId jobSize runtime tasks user
520554 1572 2 672 232;1111 1
520697 1573 3 524 455;79;1039 1
521597 1574 3 393 437;607;134 98
522002 1575 51 593 195;693;607;825;607;148;612;1008;748;533;639;607;169;731;264;78;546;120;515;862;459;1035;1071;1380;427;339;725;897;608;554;184;437;550;95;718;807;743;739;107;1163;908;1038;703;429;733;622;492;346;723;560;164 129
522052 1576 3 634 636;511;756 1
523232 1577 4 683 331;640;1096;666 2
527212 1578 1 1071 1071 1
531415 1579 5 939 1116;1188;817;611;962 5
557811 1580 20 653 66;1257;1139;1211;443;495;490;815;616;1053;511;462;901;200;226;652;70;1023;653;783 1
557818 1581 5 635 422;1302;117;633;702 1
557822 1582 3 927 984;429;1367 1
558847 1583 3 942 700;1154;972 2
558901 1584 26 639 407;548;986;681;680;744;844;875;688;211;787;390;1026;975;913;717;920;210;335;366;766;432;526;432;337;810 1
559190 1585 22 638 581;672;555;832;1005;435;148;1107;610;759;274;487;640;1403;595;1018;259;61;471;808;936;382 2
559206 1586 8 610 973;199;1236;600;502;291;609;474 1
559388 1587 2 941 479;1403 1
559440 1588 6 674 479;861;1049;1039;283;331 2
560027 1589 2 784 833;736 3
561356 1590 4 709 749;548;616;922 4
561369 1591 6 513 786;311;445;905;300;329 12
561450 1592 15 629 1024;1171;840;186;104;1283;549;209;386;141;1303;852;861;448;73 22
562827 1593 2 344 409;280 10
562925 1594 1 787 787 1
563004 1595 36 660 1189;282;1269;288;402;683;548;507;630;130;861;527;713;644;894;492;613;286;1217;981;419;493;316;1215;382;936;690;682;254;625;639;351;1115;858;773;849 1
563030 1596 4 634 245;548;899;843 1
563090 1597 12 621 1017;1018;251;153;263;590;74;525;872;928;782;984 176
563271 1598 3 994 741;1046;1195 38
563305 1599 3 864 374;1181;1037 1
563355 1600 6 849 713;807;927;233;1015;1401 1
563377 1601 2 1013 1139;887 9
563492 1602 3 505 419;532;564 2
563518 1603 14 667 1031;1183;588;208;574;805;947;586;393;715;327;610;369;1002 80
563561 1604 1 567 567 1
563571 1605 2 561 954;168 1
564167 1606 2 500 677;322 25
564315 1607 2 432 703;161 1
564495 1608 8 977 1295;558;689;937;1495;463;1292;1085 22
564827 1609 2 654 135;1172 118
565054 1610 4 722 1026;650;275;939 3
565303 1611 7 575 579;628;288;857;402;916;354 1
565305 1612 3 636 245;1155;509 7
565516 1613 23 740 1415;235;729;1131;376;1205;781;1067;1329;255;550;325;1190;153;751;1262;599;651;737;514;706;633;437 28
565524 1614 4 584 713;79;638;906 2
565556 1615 5 787 1405;925;445;514;646 11
565699 1616 1 1157 1157 2
565740 1617 10 587 1288;105;1241;281;701;122;895;541;335;363 72
565876 1618 7 869 1093;885;548;1219;824;651;866 36
565924 1619 10 461 735;160;1028;170;133;113;128;1047;673;422 2
565959 1620 4 886 791;1279;1317;159 3
566294 1621 2 564 700;429 3
566444 1622 2 703 512;894 11
566574 1623 2 368 486;251 4
566742 1624 3 555 487;736;442 14
566960 1625 2 327 61;593 3
567110 1626 9 577 147;259;935;719;638;547;1036;737;176 1
567174 1627 2 634 212;1055 101
567361 1628 2 286 77;494 5
567411 1629 3 799 781;1069;546 3
567576 1630 2 824 762;887 4
567758 1631 4 763 243;915;1027;868 1
567784 1632 11 664 570;1118;390;324;785;753;890;459;564;169;1278 41
567787 1633 1 76 76 8
567886 1634 2 545 594;496 19
568077 1635 2 527 267;787 8
568125 1636 3 471 161;331;922 1
568132 1637 6 620 517;628;502;659;553;862 122
568176 1638 24 714 457;882;668;998;1059;954;922;678;357;669;1243;333;197;514;1336;499;393;1354;896;306;1019;570;507;317 1
568239 1639 29 662 786;1079;128;1148;561;915;1403;1234;197;1254;954;215;68;220;763;524;313;1163;331;622;777;224;824;571;323;1085;352;711;444 1
568353 1640 1 844 844 1
568466 1641 4 611 811;569;962;103 5
568644 1642 9 640 792;628;1098;461;270;567;1075;641;226 5
568930 1643 6 864 1438;500;867;384;723;1269 1
568971 1644 4 241 105;89;583;188 56
569059 1645 1 114 114 1
569090 1646 3 592 749;723;305 1
569246 1647 14 821 714;1093;1049;237;1363;566;846;691;1171;958;808;343;561;1097 4
569425 1648 4 644 642;839;662;431 3
570524 1649 11 712 706;1156;266;1218;492;307;974;890;315;1095;410 4
570576 1650 3 181 107;82;354 1
570595 1651 4 314 838;213;76;130 1
570607 1652 3 624 467;1330;75 3
570728 1653 2 432 605;260 2
570786 1654 12 890 701;1032;1183;848;1193;567;532;1196;1044;854;425;1107 1
572623 1655 6 898 619;1452;592;408;1063;1253 1
573641 1656 12 735 773;424;622;996;233;913;283;532;1147;647;1019;1230 3
573710 1657 1 244 244 1
573738 1658 12 788 208;1400;717;1010;1315;829;507;577;216;514;1080;1080 52
573761 1659 3 751 802;463;987 2
573796 1660 1 129 129 9
574675 1661 3 728 604;533;1046 29
574716 1662 6 635 446;409;184;218;1296;1256 31
574894 1663 6 652 426;186;675;931;503;1188 4
574917 1664 2 762 339;1185 8
575057 1665 3 698 622;988;485 70
575292 1666 5 638 1160;203;951;502;372 22
575627 1667 2 546 556;537 23
576170 1668 3 648 812;870;262 22
576201 1669 10 745 310;1047;757;886;680;541;546;644;1361;682 1
576487 1670 2 779 604;954 1
577475 1671 4 507 918;344;103;664 33
577992 1672 4 398 864;267;382;78 1
578053 1673 2 518 444;591 3
578451 1674 3 711 986;796;352 6
578470 1675 3 568 171;902;631 7
578528 1676 2 820 966;675 1
578638 1677 4 782 617;363;1377;772 27
578709 1678 9 493 373;175;313;676;1148;238;257;786;472 10
579002 1679 3 571 489;952;271 183
579018 1680 1 688 688 1
579656 1681 4 567 357;666;695;550 8
579785 1682 1 1056 1056 198
580036 1683 7 643 116;315;1150;1190;756;778;193 1
580474 1684 2 650 737;564 37
583735 1685 17 788 455;507;545;308;1148;1267;666;1009;365;851;1219;887;852;1074;517;838;893 8
583774 1686 3 775 1004;1061;261 8
583816 1687 2 862 785;940 97
583847 1688 10 614 647;398;246;436;1138;756;402;753;551;810 74
583964 1689 3 666 865;604;529 1
584772 1690 3 764 808;917;568 23
584846 1691 2 316 466;165 45
584901 1692 2 1001 539;1463 7
584926 1693 1 798 798 1
585323 1694 5 936 1293;399;1392;1396;202 4
585340 1695 1 148 148 1
585528 1696 2 788 695;882 25
585579 1697 1 637 637 2
585715 1698 6 568 403;997;458;150;717;682 4
585928 1699 4 491 252;632;290;791 4
585950 1700 2 742 481;1002 13
586105 1701 3 627 859;263;758 1
586193 1702 4 507 453;320;842;413 5
586571 1703 6 690 983;830;835;802;370;317 9
586647 1704 5 557 866;112;407;583;815 22
586708 1705 11 774 684;413;225;1489;660;830;969;339;1003;752;1149 1
586918 1706 3 1097 1298;1452;542 39
587025 1707 2 909 1201;617 2
588171 1708 7 507 114;334;962;103;277;449;1313 1
588272 1709 5 483 937;500;343;418;217 3
588380 1710 2 932 1381;484 2
590703 1711 2 735 718;752 5
591361 1712 2 881 893;869 17
591377 1713 8 555 372;776;336;314;415;285;743;1201 1
591431 1714 3 1024 1272;681;1120 4
591478 1715 15 562 251;867;368;663;698;434;99;218;242;989;796;1305;353;524;629 7
591494 1716 5 633 1039;599;133;948;445 1
592315 1717 1 183 183 70
593947 1718 5 886 714;1033;1075;406;1201 1
594000 1719 3 684 1375;419;257 1
595478 1720 3 722 706;705;754 4
596113 1721 5 712 521;815;738;1020;464 2
596187 1722 12 581 793;997;954;258;967;256;810;187;260;141;429;918 1
596485 1723 2 871 1417;325 8
596501 1724 12 781 965;690;1258;436;336;749;944;314;706;1084;629;1257 6
597047 1725 4 795 336;840;673;1332 2
597373 1726 4 828 957;793;1147;414 3
599018 1727 3 795 695;532;1159 1
599292 1728 1 798 798 31
599500 1729 6 680 717;114;677;1093;1113;365 4
600039 1730 2 886 1045;727 1
601799 1731 3 570 952;91;668 5
601922 1732 1 1077 1077 13
603935 1733 2 481 453;509 6
603960 1734 3 807 985;915;521 1
604638 1735 2 301 341;261 17
607581 1736 3 383 602;396;151 3
608656 1737 2 590 91;1088 276
609917 1738 8 618 176;302;430;981;707;969;1045;334 1
612615 1739 3 488 704;186;575 31
612717 1740 3 396 690;66;433 3
613049 1741 2 664 994;333 50
613854 1742 2 1026 1323;728 1
618854 1743 3 581 294;618;832 1
620949 1744 3 584 372;1153;226 2
621623 1745 4 424 236;212;954;294 5
622380 1746 9 728 1364;994;296;203;510;780;560;1310;535 115
625745 1747 3 434 291;96;915 223
625748 1748 2 663 708;618 18
625760 1749 12 766 771;357;842;284;491;781;475;1315;555;1419;1129;768 1
625827 1750 3 694 888;545;650 126
625975 1751 3 560 473;724;483 1
626038 1752 7 703 436;607;727;632;977;1121;420 1
626044 1753 3 544 85;594;952 1
626069 1754 8 485 67;359;254;599;686;895;568;455 1
626087 1755 2 926 616;1235 1
626142 1756 5 588 116;1009;739;468;608 2
626204 1757 3 552 1060;390;206 6
626358 1758 8 705 850;474;1387;231;466;1030;353;852 3
626552 1759 2 940 564;1315 5
626741 1760 12 536 173;388;595;790;123;1291;229;797;593;583;705;170 55
627073 1761 2 475 570;380 1
627079 1762 11 472 216;258;503;1053;419;349;1177;75;441;633;64 2
627412 1763 15 565 1036;826;103;201;598;684;721;71;245;646;588;748;803;736;467 1
627525 1764 7 550 249;393;647;684;993;743;143 1
627826 1765 5 367 752;249;276;333;223 9
628124 1766 6 537 424;1031;694;408;382;282 1
628238 1767 11 687 465;450;306;1327;998;967;842;1259;497;130;315 36
628407 1768 14 632 682;434;605;182;453;442;832;1176;755;622;390;833;1116;323 329
628505 1769 3 521 340;849;373 2
628534 1770 1 394 394 2
628553 1771 5 698 719;749;820;1115;88 3
628706 1772 2 826 749;902 2
629110 1773 5 858 898;530;1390;965;505 49
629360 1774 3 990 1128;1030;813 17
629494 1775 1 1100 1100 5
629561 1776 2 596 351;840 6
629696 1777 2 1188 1088;1287 4
629935 1778 1 632 632 2
630077 1779 5 528 810;264;370;561;633 1
630294 1780 2 534 248;820 1
630306 1781 4 366 146;149;956;212 1
630527 1782 1 654 654 10
630535 1783 17 731 419;543;491;1001;505;1390;788;153;644;460;598;1445;716;677;1209;832;552 3
631075 1784 3 463 918;371;101 1
631173 1785 7 581 1044;378;508;109;363;1104;561 7
633018 1786 10 872 676;1205;891;1185;1313;864;548;953;446;634 2
633138 1787 3 675 486;877;663 36
634423 1788 10 710 441;1100;896;125;912;853;1258;375;787;356 2
635223 1789 8 672 559;492;1116;455;412;994;1199;149 8
635568 1790 2 1056 757;1355 2
635603 1791 5 565 834;561;137;822;469 2
635663 1792 3 1073 1381;1205;633 24
635739 1793 2 801 1105;497 88
635753 1794 1 83 83 26
636264 1795 2 888 670;1107 1
636299 1796 2 608 576;641 13
636391 1797 2 846 724;968 9
636610 1798 2 588 798;379 1
636694 1799 5 764 164;1031;485;1337;803 3
636962 1800 7 525 595;111;593;695;663;443;574 1
636976 1801 1 779 779 9
637097 1802 1 401 401 3
637964 1803 4 508 334;757;284;658 2
638285 1804 1 266 266 58
638802 1805 2 216 173;259 15
638813 1806 3 1037 853;1370;887 17
638879 1807 2 780 778;783 1
638888 1808 3 426 559;175;545 10
638930 1809 1 198 198 1
639045 1810 14 533 1159;471;929;194;308;655;591;290;80;301;733;861;655;234 53
639071 1811 2 616 646;586 1
639108 1812 2 300 74;526 2
639171 1813 4 832 815;1052;581;880 1
639178 1814 2 734 858;610 3
639912 1815 1 1068 1068 1
640215 1816 2 600 270;929 2
640240 1817 2 661 1064;258 1
640271 1818 4 740 831;436;1411;282 1
640281 1819 32 625 836;980;641;599;893;299;443;309;172;451;1085;352;916;1260;787;1194;202;885;712;518;981;657;854;235;209;617;672;236;679;171;775;366 4
640308 1820 12 644 339;794;592;437;428;346;645;647;1007;820;1125;552 1
640409 1821 3 384 567;418;167 4
640464 1822 2 800 900;700 6
640477 1823 3 797 261;1201;930 320
640612 1824 2 794 507;1081 301
640679 1825 2 637 348;926 77
640736 1826 1 170 170 1
640742 1827 1 674 674 2
640750 1828 5 519 569;669;175;406;774 1
641170 1829 2 456 611;302 25
641172 1830 8 711 517;785;284;454;496;1129;1094;932 1
641247 1831 4 908 714;1174;1113;629 5
641886 1832 2 745 1060;430 2
641956 1833 2 592 442;743 3
642391 1834 7 612 621;560;1129;903;695;97;282 2
644237 1835 3 746 844;551;843 11
644469 1836 20 714 1000;522;1317;896;959;661;605;263;390;820;986;804;864;630;921;586;835;762;170;294 47
644559 1837 10 364 126;173;983;130;308;223;107;746;378;470 7
644581 1838 2 512 702;321 20
644640 1839 2 968 872;1064 312
644759 1840 4 616 822;842;393;408 13
644838 1841 5 631 606;429;942;569;608 4
644913 1842 5 572 460;662;366;337;1035 2
645024 1843 2 402 72;733 1
645043 1844 7 521 220;741;623;488;854;505;218 6
645066 1845 4 768 1152;1011;637;272 2
645087 1846 5 491 76;270;504;1073;530 20
645301 1847 3 560 147;1037;495 18
645318 1848 6 646 456;258;1102;557;737;766 4
645404 1849 3 841 717;895;911 1
645431 1850 4 581 698;653;214;758 1
645556 1851 2 1318 1430;1207 3
645643 1852 15 690 672;479;303;1048;867;704;543;1134;486;656;539;616;757;591;961 87
646368 1853 4 592 419;851;951;148 268
646406 1854 3 609 119;393;1315 1
646465 1855 3 363 136;618;336 2
647076 1856 3 480 378;477;584 1
647169 1857 7 724 518;574;1203;1188;277;510;797 10
647175 1858 25 601 113;1108;510;318;1081;490;336;647;862;931;1241;745;388;440;424;937;188;579;435;907;1003;387;506;276;167 1
647337 1859 3 609 850;216;760 5
647397 1860 8 612 155;986;405;107;652;832;1120;639 8
647406 1861 5 479 468;584;210;843;291 17
647446 1862 2 749 550;948 119
647564 1863 10 457 205;126;392;495;134;207;1197;630;825;357 10
647680 1864 25 659 390;678;434;923;782;1350;952;432;1185;650;689;599;812;616;227;1089;777;623;310;579;276;728;162;1047;154 2
647740 1865 3 518 322;573;659 1
648044 1866 2 988 959;1016 16
648266 1867 5 581 63;520;622;1334;367 2
648352 1868 11 682 1170;483;778;698;545;746;198;884;508;546;944 2
648439 1869 5 391 499;486;422;67;480 2
648656 1870 2 404 512;297 3
648665 1871 6 615 347;992;431;277;445;1200 125
648740 1872 6 736 900;960;1113;964;340;137 2
648823 1873 8 721 509;1079;524;755;814;360;1020;708 4
648886 1874 2 430 270;589 26
650061 1875 3 973 527;1294;1098 2
650233 1876 1 614 614 10
650254 1877 2 728 869;587 1
650282 1878 4 258 165;313;137;415 1
650294 1879 7 730 674;925;645;994;725;778;370 26
650472 1880 1 1090 1090 1
650710 1881 2 982 847;1117 2
651979 1882 18 522 374;294;208;717;476;538;973;997;444;529;216;101;459;209;649;392;1154;669 1
651994 1883 1 791 791 154
652068 1884 9 660 962;968;669;524;311;211;725;903;665 14
652218 1885 6 527 480;552;419;373;799;540 24
652496 1886 2 488 488;488 4
652526 1887 3 840 715;1124;680 4
652705 1888 1 734 734 4
652731 1889 8 656 804;455;918;842;816;242;893;280 1
653096 1890 8 626 1144;70;329;655;441;1254;855;260 1
653143 1891 2 385 551;219 9
653318 1892 14 688 478;648;841;765;494;455;820;769;1245;403;566;162;668;1314 6
653820 1893 9 628 769;451;1078;615;130;1376;517;106;607 6
653858 1894 2 380 613;148 10
653956 1895 1 740 740 1
653992 1896 2 770 396;1143 32
654007 1897 1 999 999 3
654135 1898 12 695 1096;434;201;223;438;932;417;682;1065;673;1327;857 2
654151 1899 5 837 775;709;839;1079;784 3
654379 1900 1 666 666 132
654395 1901 3 642 792;63;1071 5
654458 1902 3 387 172;236;752 2
654608 1903 4 705 770;602;1029;420 2
654981 1904 2 652 914;390 43
655120 1905 9 882 605;953;981;1317;858;411;837;844;1128 4
655298 1906 4 659 952;111;522;1051 8
655719 1907 5 379 476;165;407;434;415 193
656002 1908 5 495 518;370;533;488;565 17
657850 1909 4 752 1058;1397;67;486 29
658085 1910 4 832 996;842;916;573 3
658252 1911 2 816 756;876 210
658299 1912 2 914 947;880 269
658332 1913 9 718 1468;87;772;432;872;944;852;860;172 1
658449 1914 2 930 680;1179 27
658477 1915 2 624 860;387 4
658533 1916 5 531 304;313;284;1250;502 1
658892 1917 2 600 92;1108 1
659066 1918 4 743 972;977;600;422 1
659206 1919 2 864 724;1005 2
659237 1920 4 624 168;627;1140;562 2
660277 1921 5 734 349;764;488;1336;734 145
661269 1922 1 582 582 2
661641 1923 23 695 659;1458;703;524;193;399;241;741;528;717;385;1497;503;1029;553;878;452;821;841;604;150;967;1135 1
661852 1924 2 755 971;539 3
661864 1925 3 961 1439;1066;379 1
661973 1926 21 675 268;443;950;1065;866;734;372;1229;893;826;406;1245;763;652;333;658;117;541;481;65;1265 1
662126 1927 6 612 428;831;699;213;1056;442 4
662223 1928 3 698 454;588;1052 4
662244 1929 5 680 163;662;760;1404;410 22
662265 1930 7 494 555;451;358;923;235;163;771 3
663083 1931 1 454 454 50
663693 1932 1 953 953 2
663748 1933 2 646 683;610 17
663927 1934 1 677 677 4
664039 1935 5 544 97;537;410;1097;580 1
664412 1936 4 952 353;1301;749;1404 5
664500 1937 2 308 209;408 21
664574 1938 6 824 648;286;830;1361;986;830 169
666039 1939 1 678 678 61
666385 1940 5 825 905;1058;511;614;1039 57
668857 1941 8 636 812;910;804;540;402;258;881;481 1
669116 1942 4 977 151;1184;1308;1266 7
669793 1943 4 756 324;1046;574;1082 2
670202 1944 3 890 855;1033;783 18
670715 1945 3 562 476;64;1145 5
670794 1946 3 506 353;732;432 368
671062 1947 5 837 256;714;1272;882;1063 13
671155 1948 2 658 809;507 33
671748 1949 3 657 581;732;659 2
671866 1950 2 514 417;612 5
672181 1951 1 594 594 7
672260 1952 2 690 360;1019 2
672851 1953 5 427 372;930;446;255;132 108
673858 1954 3 577 893;606;231 48
674014 1955 5 375 481;537;412;368;77 5
674058 1956 2 1126 1147;1106 4
674136 1957 4 1025 1456;530;1344;770 1
674172 1958 4 836 751;1102;992;500 27
674796 1959 2 822 151;1492 135
675341 1960 7 623 813;250;822;599;673;802;405 1
675621 1961 5 747 269;820;879;872;894 23
676792 1962 3 1058 1199;832;1143 45
677348 1963 2 440 688;192 1
677560 1964 4 764 267;503;1124;1161 6
677741 1965 2 1026 621;1430 2
678729 1966 5 622 910;834;558;671;139 1
678892 1967 2 724 605;843 1
679081 1968 1 482 482 4
679653 1969 26 727 671;1075;650;1415;363;425;622;97;1177;302;675;277;500;565;610;139;307;1101;882;1437;1157;1186;854;978;894;554 8
680502 1970 2 432 673;192 6
680729 1971 2 910 1111;708 1
681285 1972 14 593 673;1378;121;821;1231;533;495;836;608;394;276;334;155;451 1
681693 1973 3 823 745;466;1259 8
683588 1974 2 726 739;712 1
684076 1975 5 708 766;1104;559;574;535 1
684518 1976 4 646 828;350;613;795 29
684589 1977 2 443 356;530 2
684702 1978 2 907 1369;445 2
684742 1979 2 788 1068;508 14
685089 1980 3 832 573;1384;540 103
685242 1981 3 637 567;690;653 3
685939 1982 3 810 311;1145;974 1
687542 1983 14 562 711;751;737;146;959;857;552;524;661;352;142;334;593;553 2
687632 1984 3 517 633;327;590 3
688451 1985 1 711 711 41
688943 1986 4 613 500;176;1057;719 3
689127 1987 4 631 1012;206;459;846 17
689354 1988 2 484 176;792 2
689690 1989 1 1001 1001 232
689723 1990 2 480 467;494 2
689971 1991 2 729 622;836 3
690432 1992 5 842 618;863;1100;966;665 6
694712 1993 6 707 801;645;331;998;451;1016 19
696088 1994 5 651 897;918;128;595;719 131
700290 1995 2 653 458;848 2
700477 1996 3 848 635;1139;770 3
700910 1997 6 593 475;152;859;518;1234;322 92
701805 1998 14 698 832;1026;739;369;737;605;497;631;648;714;798;515;939;719 1
703789 1999 6 913 1108;458;1197;1126;972;619 79
704050 2000 3 781 802;784;756 37
706618 2001 2 208 84;332 2
707651 2002 2 749 840;658 4
707855 2003 2 452 387;518 21
711808 2004 3 461 592;431;359 24
711861 2005 2 1034 1073;995 3
712054 2006 4 507 436;258;672;662 1
712361 2007 1 1234 1234 1
712423 2008 51 634 348;721;366;351;798;573;304;783;644;1297;897;1279;721;667;289;531;1066;212;239;742;828;866;938;225;526;414;215;839;879;859;348;569;510;1221;157;282;1202;926;583;696;124;473;399;222;601;1213;430;802;630;497;1031 12
712431 2009 9 687 128;496;171;1336;1148;640;242;1152;869 1
712472 2010 6 572 255;297;299;1099;173;1307 10
712864 2011 7 734 532;902;737;663;1029;257;1021 4
712880 2012 8 705 1174;300;576;491;718;539;1324;515 3
712912 2013 4 685 1241;444;647;409 15
712938 2014 1 233 233 97
713156 2015 2 1216 1011;1422 1
713332 2016 3 877 711;1024;897 1
713398 2017 1 488 488 3
714154 2018 19 678 1105;599;1029;778;865;306;234;610;814;705;804;761;140;832;719;721;562;392;914 1
714810 2019 5 959 1387;713;1090;1250;355 14
714890 2020 2 834 996;671 1
715007 2021 2 448 324;573 5
715019 2022 14 637 186;434;645;821;894;537;262;242;1338;852;678;1191;210;634 24
715161 2023 11 615 438;213;809;162;107;1348;1080;861;335;634;780 1
715244 2024 4 846 1079;619;761;923 1
715295 2025 6 692 815;1103;750;535;889;61 3
715756 2026 2 542 82;1002 6
715788 2027 6 646 709;490;391;968;648;671 15
715802 2028 2 506 854;157 2
715824 2029 3 684 196;844;1013 6
715852 2030 7 622 946;491;552;276;320;632;1135 5
715998 2031 7 671 207;1006;1240;539;856;750;97 32
716113 2032 5 645 498;205;866;338;1319 3
716251 2033 2 608 612;603 4
716353 2034 5 598 377;1315;314;152;830 186
716362 2035 1 1472 1472 4
716389 2036 3 555 637;348;681 29
716624 2037 1 772 772 37
716639 2038 14 910 1323;802;913;929;1292;955;896;480;378;1329;421;1149;1318;557 1
716647 2039 1 1092 1092 109
716691 2040 2 830 554;1106 1
717024 2041 2 1072 1072;1071 47
717115 2042 3 579 819;828;90 2
717176 2043 34 725 766;158;596;569;1127;1152;1027;131;1128;897;193;697;585;360;144;382;1040;1081;387;763;1482;1051;445;631;392;1221;479;608;976;808;779;374;981;1248 1
717187 2044 2 581 561;601 17
717203 2045 1 457 457 23
718112 2046 3 315 379;455;111 2
718170 2047 34 594 619;304;605;596;315;415;271;488;253;85;615;671;546;944;462;369;817;1004;1027;273;702;250;1190;578;1323;851;617;630;282;77;681;1472;368;483 28
718174 2048 3 1032 1409;858;830 16
718310 2049 11 886 968;1120;869;1115;579;643;553;1413;952;756;778 26
718343 2050 31 621 1101;210;950;981;679;901;626;744;712;358;925;651;438;105;112;115;479;71;454;1069;559;1419;338;1217;838;98;189;889;614;892;515 3
718422 2051 10 740 234;486;1054;591;847;455;946;1497;652;641 41
718518 2052 1 350 350 1
718619 2053 3 806 957;814;647 2
718776 2054 3 365 380;175;541 1
719403 2055 7 508 374;578;737;63;337;1017;447 31
719413 2056 2 338 170;506 1
719663 2057 3 520 561;559;440 1
719841 2058 2 1152 1159;1146 1
719918 2059 2 795 771;819 18
719959 2060 4 503 671;421;311;610 202
719991 2061 2 929 759;1099 1
721310 2062 7 763 429;913;449;1304;1088;523;634 1
721617 2063 7 665 1031;604;811;809;148;861;388 56
721629 2064 5 783 360;1159;849;806;743 1
721659 2065 2 1252 1137;1368 5
721705 2066 5 417 591;267;599;74;554 5
721728 2067 2 684 101;1266 8
721740 2068 2 564 1035;94 10
721863 2069 1 953 953 202
721999 2070 4 909 1108;986;655;887 2
722194 2071 3 773 1166;263;889 1
722232 2072 2 818 922;715 2
722243 2073 4 821 878;662;432;1313 2
722421 2074 3 1144 1325;1418;689 2
722637 2075 4 783 1201;498;502;930 5
722688 2076 2 882 779;984 12
722769 2077 3 861 1428;735;421 115
722887 2078 2 658 1139;177 1
725672 2079 4 591 331;660;937;435 1
725680 2080 2 640 939;341 318
725700 2081 1 342 342 1
725862 2082 32 701 718;673;563;1143;305;715;535;744;1407;473;1382;769;484;618;894;298;100;936;951;634;948;110;294;585;569;1101;956;1130;155;772;661;812 4
725907 2083 12 655 380;563;944;334;867;544;727;1039;863;574;325;700 1
725932 2084 5 922 1240;797;1016;1047;512 1
725977 2085 3 760 606;829;845 6
726025 2086 3 495 1140;157;187 1
726191 2087 3 522 451;445;670 2
726225 2088 5 1049 939;1421;1443;360;1084 16
726241 2089 47 639 664;832;366;507;625;1044;1052;524;812;360;451;65;285;604;664;855;318;345;710;468;897;1083;171;649;623;554;362;1043;1063;448;208;754;891;670;515;1381;1256;794;1328;430;171;539;560;85;398;753;861 1
726924 2090 6 694 832;376;922;579;277;1179 8
727037 2091 4 318 499;219;431;125 32
727862 2092 2 868 1322;414 1
727942 2093 13 605 725;1413;565;122;799;193;428;339;172;318;1046;361;1382 2
728019 2094 2 275 416;134 1
728113 2095 2 722 807;636 1
728606 2096 25 598 511;441;576;311;1289;666;786;374;1457;924;396;1240;458;319;249;507;772;565;708;69;350;411;721;560;291 21
728669 2097 6 600 698;257;901;642;187;913 2
729718 2098 2 470 725;214 1
730234 2099 10 678 1173;90;663;840;635;431;681;789;878;603 59
730291 2100 1 497 497 2
730394 2101 3 781 919;792;633 1
731020 2102 4 536 446;332;665;703 346
731044 2103 6 488 473;407;346;691;62;949 48
731108 2104 11 792 561;952;566;682;839;1043;955;793;363;1109;851 7
731152 2105 7 809 1147;826;62;545;791;1180;1109 25
731351 2106 9 725 772;1060;404;669;1155;1083;480;488;413 3
731469 2107 17 673 231;332;846;434;943;996;461;920;86;723;1005;268;112;1180;1326;585;999 9
731748 2108 2 648 796;500 1
731926 2109 6 594 641;1478;222;1018;69;137 7
731996 2110 1 1043 1043 2
732212 2111 12 731 594;624;814;1005;478;606;677;1293;329;884;986;486 77
732303 2112 11 642 1259;1039;373;335;1211;1057;626;587;155;347;71 4
732345 2113 8 612 1018;191;796;856;457;830;236;513 1
732394 2114 2 632 1166;97 12
732439 2115 10 635 396;649;304;1192;125;582;935;769;861;537 1
732472 2116 2 218 144;293 4
733174 2117 2 460 340;580 1
733433 2118 1 894 894 1
733748 2119 2 798 631;965 18
733833 2120 3 798 1160;834;401 9
733927 2121 1 1481 1481 3
733961 2122 3 756 320;832;1117 7
734074 2123 5 658 854;483;857;451;643 357
734140 2124 1 820 820 4
734208 2125 4 738 1179;354;547;874 5
734224 2126 8 473 573;334;691;597;715;337;417;119 17
734299 2127 5 921 891;470;1325;633;1284 22
734338 2128 4 728 657;650;556;1047 1
734356 2129 1 339 339 1
734477 2130 2 292 351;233 21
734524 2131 2 468 864;72 4
734666 2132 2 494 61;926 2
734801 2133 3 444 211;452;668 5
735043 2134 3 580 656;810;274 44
735090 2135 7 649 853;327;254;886;342;736;1147 1
735178 2136 1 246 246 19
735249 2137 2 736 751;721 2
735288 2138 1 132 132 30
735328 2139 7 679 738;762;919;750;949;574;63 32
735352 2140 9 529 120;482;818;805;242;700;565;646;386 14
735388 2141 1 261 261 2
735557 2142 3 638 495;696;722 2
735563 2143 1 677 677 6
735622 2144 1 532 532 8
736363 2145 15 584 570;737;783;682;988;446;545;495;210;528;699;272;835;403;573 1
736402 2146 2 948 963;932 17
736564 2147 2 678 814;542 37
736595 2148 1 591 591 1
736883 2149 3 601 637;269;898 2
737646 2150 17 561 515;896;294;822;1259;698;363;626;401;472;356;162;299;539;591;405;845 2
737746 2151 11 788 777;1188;628;486;644;736;936;975;838;492;971 1
737790 2152 2 378 73;684 2
737859 2153 2 515 706;324 62
737878 2154 11 630 1157;399;264;417;793;295;876;829;631;630;634 1
738175 2155 17 672 749;979;432;509;1280;145;778;436;665;888;475;651;115;1203;760;818;545 127
738204 2156 5 726 696;327;925;1082;600 4
738217 2157 3 604 249;922;641 123
738321 2158 5 670 343;522;973;676;838 4
738361 2159 8 714 472;839;1099;553;369;959;776;641 6
738369 2160 4 615 588;428;652;793 15
738430 2161 4 801 841;465;947;951 8
738607 2162 2 745 739;751 8
738616 2163 8 741 750;879;1048;920;691;784;345;511 1
740088 2164 6 631 490;530;1046;419;524;779 8
