taskId time jobId jobSize runtime user peer
    1    358    1    1    93  47 14
16012 197783  650   79   897   7 46
16013 197783  650   79   856   7 46
16014 197783  650   79   790   7 46
16015 197783  650   79   234   7 46
16016 197783  650   79  1057   7 46
16017 197783  650   79  2238   7 46
16018 197783  650   79  1780   7 46
16019 197783  650   79  6293   7 46
16020 197783  650   79  1722   7 46
16021 197783  650   79  3607   7 46
16022 197783  650   79   586   7 46
16023 197783  650   79  2421   7 46
16024 197783  650   79   781   7 46
16025 197783  650   79  1436   7 46
16026 197783  650   79  1967   7 46
16027 197783  650   79  2172   7 46
16028 197783  650   79  1556   7 46
16029 197783  650   79  1946   7 46
16030 197783  650   79  1288   7 46
16031 197783  650   79  1506   7 46
16032 197783  650   79   908   7 46
16033 198102  651    9  1627   2 20
16034 198102  651    9  1956   2 20
16035 198102  651    9  1009   2 20
16036 198102  651    9   659   2 20
16037 198102  651    9  4091   2 20
16038 198102  651    9  2252   2 20
16039 198102  651    9  2034   2 20
16040 198102  651    9   804   2 20
16041 198102  651    9    49   2 20
16042 198174  652   41  4019   1  8
16043 198174  652   41  1200   1  8
16044 198174  652   41   779   1  8
16045 198174  652   41  1507   1  8
16046 198174  652   41   892   1  8
16047 198174  652   41  2649   1  8
16048 198174  652   41  2420   1  8
16049 198174  652   41   514   1  8
16050 198174  652   41  2045   1  8
16051 198174  652   41 12472   1  8
16052 198174  652   41  1637   1  8
16053 198174  652   41   745   1  8
16054 198174  652   41   934   1  8
16055 198174  652   41  1291   1  8
16056 198174  652   41  3823   1  8
16057 198174  652   41  2029   1  8
16058 198174  652   41   968   1  8
16059 198174  652   41  2338   1  8
16060 198174  652   41  2438   1  8
16061 198174  652   41  8136   1  8
16062 198174  652   41  3838   1  8
16063 198174  652   41  1268   1  8
16064 198174  652   41  3268   1  8
16065 198174  652   41  2407   1  8
16066 198174  652   41  1510   1  8
16067 198174  652   41   457   1  8
16068 198174  652   41   744   1  8
16069 198174  652   41   879   1  8
16070 198174  652   41  6235   1  8
16071 198174  652   41  1389   1  8
16072 198174  652   41  1419   1  8
16073 198174  652   41   968   1  8
16074 198174  652   41  1995   1  8
16075 198174  652   41  2576   1  8
16076 198174  652   41  2959   1  8
16077 198174  652   41  4846   1  8
16078 198174  652   41  4700   1  8
16079 198174  652   41  1236   1  8
16080 198174  652   41  1640   1  8
16081 198174  652   41   562   1  8
16082 198174  652   41  1681   1  8
16083 198189  653   15  5230   3 32
16084 198189  653   15  1967   3 32
16085 198189  653   15  2932   3 32
16086 198189  653   15  1463   3 32
16087 198189  653   15  1576   3 32
16088 198189  653   15  6150   3 32
16089 198189  653   15  2121   3 32
16090 198189  653   15  5656   3 32
16091 198189  653   15  2632   3 32
16092 198189  653   15   510   3 32
16093 198189  653   15  5151   3 32
16094 198189  653   15  1340   3 32
16095 198189  653   15  1469   3 32
16096 198189  653   15   763   3 32
16097 198189  653   15  1367   3 32
16098 198289  654    1  1565   9 28
16099 198492  655   11  2183   3 32
16100 198492  655   11   745   3 32
16101 198492  655   11  1464   3 32
16102 198492  655   11  2359   3 32
16103 198492  655   11  1828   3 32
16104 198492  655   11  6865   3 32
16105 198492  655   11  2938   3 32
16106 198492  655   11  1370   3 32
16107 198492  655   11   599   3 32
16108 198492  655   11  4015   3 32
16109 198492  655   11    28   3 32
16110 198706  656    1    61 172 40
16111 198745  657    7  1603 102 34
16112 198745  657    7  2396 102 34
16113 198745  657    7  1578 102 34
16114 198745  657    7  3465 102 34
16115 198745  657    7   577 102 34
16116 198745  657    7   981 102 34
16117 198745  657    7   601 102 34
16118 198771  658    3   907   3 32
16119 198771  658    3  2042   3 32
16120 198771  658    3  1874   3 32
16121 198807  659    1     2  19 34
16122 198832  660   15  4413  47 14
16123 198832  660   15  1424  47 14
16124 198832  660   15   704  47 14
16125 198832  660   15   675  47 14
16126 198832  660   15  1690  47 14
16127 198832  660   15  1377  47 14
16128 198832  660   15   696  47 14
16129 198832  660   15  5174  47 14
16130 198832  660   15   802  47 14
16131 198832  660   15   701  47 14
16132 198832  660   15  3745  47 14
16133 198832  660   15   813  47 14
16134 198832  660   15   634  47 14
16135 198832  660   15  1694  47 14
16136 198832  660   15   229  47 14
16137 198905  661    2   883   1  8
16138 198905  661    2   532   1  8
16139 199108  662   53  2780  38 11
16140 199108  662   53  1118  38 11
16141 199108  662   53  1300  38 11
16142 199108  662   53   395  38 11
16143 199108  662   53  5077  38 11
16144 199108  662   53  1380  38 11
16145 199108  662   53  5004  38 11
16146 199108  662   53  1512  38 11
16147 199108  662   53  3761  38 11
16148 199108  662   53  3315  38 11
16149 199108  662   53  3813  38 11
16150 199108  662   53  3187  38 11
16151 199108  662   53  1380  38 11
16152 199108  662   53  2042  38 11
16153 199108  662   53  4040  38 11
16154 199108  662   53  4483  38 11
16155 199108  662   53   345  38 11
16156 199108  662   53  6496  38 11
16157 199108  662   53   803  38 11
16158 199108  662   53  1809  38 11
16159 199108  662   53  1700  38 11
16160 199108  662   53  3948  38 11
16161 199108  662   53  2531  38 11
16162 199108  662   53  1069  38 11
16163 199108  662   53   696  38 11
16164 199108  662   53   997  38 11
16165 199108  662   53  1516  38 11
16166 199108  662   53  1579  38 11
16167 199108  662   53  4787  38 11
16168 199108  662   53  1608  38 11
16169 199108  662   53  1322  38 11
16170 199108  662   53  2301  38 11
16171 199108  662   53  2493  38 11
16172 199108  662   53  3204  38 11
16173 199108  662   53  1021  38 11
16174 199108  662   53  1660  38 11
16175 199108  662   53  1372  38 11
16176 199108  662   53  1596  38 11
16177 199108  662   53   873  38 11
16178 199108  662   53   617  38 11
16179 199108  662   53  2280  38 11
16180 199108  662   53   750  38 11
16181 199108  662   53  1227  38 11
16182 199108  662   53  2814  38 11
16183 199108  662   53   393  38 11
16184 199108  662   53  2564  38 11
16185 199108  662   53   339  38 11
16186 199108  662   53   206  38 11
16187 199108  662   53  4537  38 11
16188 199108  662   53   954  38 11
16189 199108  662   53  1287  38 11
16190 199108  662   53  4584  38 11
16191 199108  662   53  2316  38 11
16192 199800  663    1  2747   7 46
16193 199970  664   44  1145   4 41
16194 199970  664   44  2393   4 41
16195 199970  664   44   398   4 41
16196 199970  664   44   611   4 41
16197 199970  664   44  1551   4 41
16198 199970  664   44   783   4 41
16199 199970  664   44  2638   4 41
16200 199970  664   44  1619   4 41
16201 199970  664   44  2329   4 41
16202 199970  664   44   485   4 41
16203 199970  664   44  1286   4 41
16204 199970  664   44  1136   4 41
16205 199970  664   44   958   4 41
16206 199970  664   44  1804   4 41
16207 199970  664   44  1338   4 41
16208 199970  664   44   991   4 41
16209 199970  664   44  6856   4 41
16210 199970  664   44  1416   4 41
16211 199970  664   44  1424   4 41
16212 199970  664   44  1243   4 41
16213 199970  664   44  5014   4 41
16214 199970  664   44   849   4 41
16215 199970  664   44  1690   4 41
16216 199970  664   44  3187   4 41
16217 199970  664   44  6374   4 41
16218 199970  664   44  1095   4 41
16219 199970  664   44  1328   4 41
16220 199970  664   44  3654   4 41
16221 199970  664   44  1111   4 41
16222 199970  664   44  2531   4 41
16223 199970  664   44  3201   4 41
16224 199970  664   44  3705   4 41
16225 199970  664   44  2180   4 41
16226 199970  664   44  6347   4 41
16227 199970  664   44  3286   4 41
16228 199970  664   44  3243   4 41
16229 199970  664   44  1402   4 41
16230 199970  664   44   999   4 41
16231 199970  664   44   876   4 41
16232 199970  664   44  1798   4 41
16233 199970  664   44  1094   4 41
16234 199970  664   44  2812   4 41
16235 199970  664   44  1791   4 41
16236 199970  664   44    30   4 41
16237 200193  665    1    47   4 41
16238 200809  666    2  1235   3 32
16239 200809  666    2   630   3 32
16240 200825  667   53  2800   2 20
16241 200825  667   53   516   2 20
16242 200825  667   53   780   2 20
16243 200825  667   53   984   2 20
16244 200825  667   53  1106   2 20
16245 200825  667   53  4734   2 20
16246 200825  667   53  1396   2 20
16247 200825  667   53  1840   2 20
16248 200825  667   53  1706   2 20
16249 200825  667   53  1287   2 20
16250 200825  667   53  1061   2 20
16251 200825  667   53  1012   2 20
16252 200825  667   53   830   2 20
16253 200825  667   53  2884   2 20
16254 200825  667   53  2736   2 20
16255 200825  667   53   705   2 20
16256 200825  667   53   422   2 20
16257 200825  667   53  1122   2 20
16258 200825  667   53  1250   2 20
16259 200825  667   53   919   2 20
16260 200825  667   53  3124   2 20
16261 200825  667   53   265   2 20
16262 200825  667   53  6342   2 20
16263 200825  667   53  1711   2 20
16264 200825  667   53  2968   2 20
16265 200825  667   53   995   2 20
16266 200825  667   53  1311   2 20
16267 200825  667   53  1528   2 20
16268 200825  667   53  2660   2 20
16269 200825  667   53  6946   2 20
16270 200825  667   53  5730   2 20
16271 200825  667   53   468   2 20
16272 200825  667   53  3221   2 20
16273 200825  667   53  4382   2 20
16274 200825  667   53  1935   2 20
16275 200825  667   53  1600   2 20
16276 200825  667   53  1823   2 20
16277 200825  667   53  2572   2 20
16278 200825  667   53  2295   2 20
16279 200825  667   53  2008   2 20
16280 200825  667   53   536   2 20
16281 200825  667   53  2261   2 20
16282 200825  667   53   872   2 20
16283 200825  667   53   673   2 20
16284 200825  667   53   482   2 20
16285 200825  667   53  2872   2 20
16286 200825  667   53   747   2 20
16287 200825  667   53  3117   2 20
16288 200825  667   53   893   2 20
16289 200825  667   53  3336   2 20
16290 200825  667   53  2451   2 20
16291 200825  667   53  1758   2 20
16292 200825  667   53   363   2 20
16293 201859  668    1  1413   1  8
16294 202134  669 1121  1472   3 32
16295 202134  669 1121   945   3 32
16296 202134  669 1121  1123   3 32
16297 202134  669 1121  1049   3 32
16298 202134  669 1121   784   3 32
16299 202134  669 1121  1197   3 32
16300 202134  669 1121   859   3 32
16301 202134  669 1121   814   3 32
16302 202134  669 1121  1600   3 32
16303 202134  669 1121  2893   3 32
16304 202134  669 1121  2591   3 32
16305 202134  669 1121   894   3 32
16306 202134  669 1121  2959   3 32
16307 202134  669 1121  1111   3 32
16308 202134  669 1121   782   3 32
16309 202134  669 1121  2041   3 32
16310 202134  669 1121  1752   3 32
16311 202134  669 1121  2506   3 32
16312 202134  669 1121  5416   3 32
16313 202134  669 1121  9157   3 32
16314 202134  669 1121  3051   3 32
16315 202134  669 1121  2931   3 32
16316 202134  669 1121  1584   3 32
16317 202134  669 1121   905   3 32
16318 202134  669 1121  1944   3 32
16319 202134  669 1121  1613   3 32
16320 202134  669 1121  2214   3 32
16321 202134  669 1121  1138   3 32
16322 202134  669 1121  1902   3 32
16323 202134  669 1121  2359   3 32
16324 202134  669 1121  1959   3 32
16325 202134  669 1121  2001   3 32
16326 202134  669 1121   946   3 32
16327 202134  669 1121  1074   3 32
16328 202134  669 1121  1374   3 32
16329 202134  669 1121  1147   3 32
16330 202134  669 1121  2258   3 32
16331 202134  669 1121  1542   3 32
16332 202134  669 1121   770   3 32
16333 202134  669 1121  1671   3 32
16334 202134  669 1121  3330   3 32
16335 202134  669 1121   822   3 32
16336 202134  669 1121  2024   3 32
16337 202134  669 1121  2381   3 32
16338 202134  669 1121  3438   3 32
16339 202134  669 1121   400   3 32
16340 202134  669 1121  1517   3 32
16341 202134  669 1121  6037   3 32
16342 202134  669 1121  1667   3 32
16343 202134  669 1121  1412   3 32
16344 202134  669 1121  2303   3 32
16345 202134  669 1121  3650   3 32
16346 202134  669 1121  2100   3 32
16347 202134  669 1121  1180   3 32
16348 202134  669 1121  1065   3 32
16349 202134  669 1121   320   3 32
16350 202134  669 1121  3077   3 32
16351 202134  669 1121  1228   3 32
16352 202134  669 1121  2581   3 32
16353 202134  669 1121   657   3 32
16354 202134  669 1121  1137   3 32
16355 202134  669 1121  6852   3 32
16356 202134  669 1121  2451   3 32
16357 202134  669 1121  1380   3 32
16358 202134  669 1121   941   3 32
16359 202134  669 1121  1178   3 32
16360 202134  669 1121  2891   3 32
16361 202134  669 1121   289   3 32
16362 202134  669 1121  3377   3 32
16363 202134  669 1121   937   3 32
16364 202134  669 1121   470   3 32
16365 202134  669 1121   969   3 32
16366 202134  669 1121  1914   3 32
16367 202134  669 1121  3427   3 32
16368 202134  669 1121  2557   3 32
16369 202134  669 1121   235   3 32
16370 202134  669 1121   432   3 32
16371 202134  669 1121  1594   3 32
16372 202134  669 1121  2114   3 32
16373 202134  669 1121  1334   3 32
16374 202134  669 1121  5248   3 32
16375 202134  669 1121   410   3 32
16376 202134  669 1121  2907   3 32
16377 202134  669 1121   589   3 32
16378 202134  669 1121  1462   3 32
16379 202134  669 1121   541   3 32
16380 202134  669 1121  2405   3 32
16381 202134  669 1121  4557   3 32
16382 202134  669 1121  2919   3 32
16383 202134  669 1121   998   3 32
16384 202134  669 1121  1868   3 32
16385 202134  669 1121  1263   3 32
16386 202134  669 1121  3019   3 32
16387 202134  669 1121  4326   3 32
16388 202134  669 1121  1753   3 32
16389 202134  669 1121  2306   3 32
16390 202134  669 1121  1454   3 32
16391 202134  669 1121   871   3 32
16392 202134  669 1121  3609   3 32
16393 202134  669 1121   948   3 32
16394 202134  669 1121   872   3 32
16395 202134  669 1121   219   3 32
16396 202134  669 1121   959   3 32
16397 202134  669 1121  2675   3 32
16398 202134  669 1121  1940   3 32
16399 202134  669 1121  1668   3 32
16400 202134  669 1121  2934   3 32
16401 202134  669 1121  2452   3 32
16402 202134  669 1121  3107   3 32
16403 202134  669 1121   764   3 32
16404 202134  669 1121   769   3 32
16405 202134  669 1121  1691   3 32
16406 202134  669 1121   855   3 32
16407 202134  669 1121  4335   3 32
16408 202134  669 1121  3822   3 32
16409 202134  669 1121  2377   3 32
16410 202134  669 1121  1423   3 32
16411 202134  669 1121  1882   3 32
16412 202134  669 1121  1365   3 32
16413 202134  669 1121   598   3 32
16414 202134  669 1121  6161   3 32
16415 202134  669 1121   394   3 32
16416 202134  669 1121   536   3 32
16417 202134  669 1121   845   3 32
16418 202134  669 1121  1115   3 32
16419 202134  669 1121  1174   3 32
16420 202134  669 1121   849   3 32
16421 202134  669 1121  2529   3 32
16422 202134  669 1121  4341   3 32
16423 202134  669 1121  2657   3 32
16424 202134  669 1121   834   3 32
16425 202134  669 1121  1736   3 32
16426 202134  669 1121  1570   3 32
16427 202134  669 1121  1099   3 32
16428 202134  669 1121  2356   3 32
16429 202134  669 1121   722   3 32
16430 202134  669 1121  1554   3 32
16431 202134  669 1121   699   3 32
16432 202134  669 1121  4024   3 32
16433 202134  669 1121   496   3 32
16434 202134  669 1121  1115   3 32
16435 202134  669 1121  1226   3 32
16436 202134  669 1121   252   3 32
16437 202134  669 1121   407   3 32
16438 202134  669 1121   708   3 32
16439 202134  669 1121  1776   3 32
16440 202134  669 1121   976   3 32
16441 202134  669 1121  1000   3 32
16442 202134  669 1121  2737   3 32
16443 202134  669 1121  2276   3 32
16444 202134  669 1121  2914   3 32
16445 202134  669 1121  5723   3 32
16446 202134  669 1121 11536   3 32
16447 202134  669 1121  1454   3 32
16448 202134  669 1121  3285   3 32
16449 202134  669 1121  3318   3 32
16450 202134  669 1121   787   3 32
16451 202134  669 1121   335   3 32
16452 202134  669 1121  2729   3 32
16453 202134  669 1121  2869   3 32
16454 202134  669 1121  3528   3 32
16455 202134  669 1121  1132   3 32
16456 202134  669 1121  2893   3 32
16457 202134  669 1121  5603   3 32
16458 202134  669 1121   652   3 32
16459 202134  669 1121  2077   3 32
16460 202134  669 1121  4082   3 32
16461 202134  669 1121   451   3 32
16462 202134  669 1121   806   3 32
16463 202134  669 1121  3501   3 32
16464 202134  669 1121   430   3 32
16465 202134  669 1121   463   3 32
16466 202134  669 1121   878   3 32
16467 202134  669 1121  2034   3 32
16468 202134  669 1121  2081   3 32
16469 202134  669 1121  2828   3 32
16470 202134  669 1121  2002   3 32
16471 202134  669 1121  3458   3 32
16472 202134  669 1121  1600   3 32
16473 202134  669 1121  5452   3 32
16474 202134  669 1121   475   3 32
16475 202134  669 1121  2063   3 32
16476 202134  669 1121  2355   3 32
16477 202134  669 1121  1942   3 32
16478 202134  669 1121  2079   3 32
16479 202134  669 1121   561   3 32
16480 202134  669 1121  1616   3 32
16481 202134  669 1121   706   3 32
16482 202134  669 1121   605   3 32
16483 202134  669 1121  3120   3 32
16484 202134  669 1121  1420   3 32
16485 202134  669 1121   499   3 32
16486 202134  669 1121   440   3 32
16487 202134  669 1121  1241   3 32
16488 202134  669 1121  4966   3 32
16489 202134  669 1121  7912   3 32
16490 202134  669 1121   649   3 32
16491 202134  669 1121 11238   3 32
16492 202134  669 1121   559   3 32
16493 202134  669 1121  2285   3 32
16494 202134  669 1121  4273   3 32
16495 202134  669 1121  2852   3 32
16496 202134  669 1121  2653   3 32
16497 202134  669 1121   696   3 32
16498 202134  669 1121  2659   3 32
16499 202134  669 1121  1583   3 32
16500 202134  669 1121  1454   3 32
16501 202134  669 1121  1496   3 32
16502 202134  669 1121   891   3 32
16503 202134  669 1121  4285   3 32
16504 202134  669 1121  1588   3 32
16505 202134  669 1121  1754   3 32
16506 202134  669 1121  1715   3 32
16507 202134  669 1121  9520   3 32
16508 202134  669 1121  1010   3 32
16509 202134  669 1121  4317   3 32
16510 202134  669 1121   350   3 32
16511 202134  669 1121   847   3 32
16512 202134  669 1121   861   3 32
16513 202134  669 1121  1217   3 32
16514 202134  669 1121  1715   3 32
16515 202134  669 1121  1855   3 32
16516 202134  669 1121  1192   3 32
16517 202134  669 1121  4634   3 32
16518 202134  669 1121  4747   3 32
16519 202134  669 1121   609   3 32
16520 202134  669 1121  1830   3 32
16521 202134  669 1121  5139   3 32
16522 202134  669 1121  1519   3 32
16523 202134  669 1121   616   3 32
16524 202134  669 1121  3270   3 32
16525 202134  669 1121   853   3 32
16526 202134  669 1121  2708   3 32
16527 202134  669 1121  4362   3 32
16528 202134  669 1121  1216   3 32
16529 202134  669 1121  1362   3 32
16530 202134  669 1121  3807   3 32
16531 202134  669 1121   918   3 32
16532 202134  669 1121   537   3 32
16533 202134  669 1121   899   3 32
16534 202134  669 1121  4072   3 32
16535 202134  669 1121  4889   3 32
16536 202134  669 1121  1302   3 32
16537 202134  669 1121  1356   3 32
16538 202134  669 1121  4592   3 32
16539 202134  669 1121  3157   3 32
16540 202134  669 1121  2734   3 32
16541 202134  669 1121  5444   3 32
16542 202134  669 1121  1686   3 32
16543 202134  669 1121  2242   3 32
16544 202134  669 1121   589   3 32
16545 202134  669 1121  1964   3 32
16546 202134  669 1121  1777   3 32
16547 202134  669 1121   674   3 32
16548 202134  669 1121  9256   3 32
16549 202134  669 1121  1648   3 32
16550 202134  669 1121  1681   3 32
16551 202134  669 1121  3163   3 32
16552 202134  669 1121  2000   3 32
16553 202134  669 1121  1625   3 32
16554 202134  669 1121 11335   3 32
16555 202134  669 1121  2283   3 32
16556 202134  669 1121  1610   3 32
16557 202134  669 1121   853   3 32
16558 202134  669 1121  2919   3 32
16559 202134  669 1121  1575   3 32
16560 202134  669 1121  1683   3 32
16561 202134  669 1121  1062   3 32
16562 202134  669 1121  2114   3 32
16563 202134  669 1121  3403   3 32
16564 202134  669 1121  2319   3 32
16565 202134  669 1121  1565   3 32
16566 202134  669 1121   778   3 32
16567 202134  669 1121  3875   3 32
16568 202134  669 1121   549   3 32
16569 202134  669 1121  2919   3 32
16570 202134  669 1121  1686   3 32
16571 202134  669 1121  1001   3 32
16572 202134  669 1121  3957   3 32
16573 202134  669 1121   887   3 32
16574 202134  669 1121  3664   3 32
16575 202134  669 1121   658   3 32
16576 202134  669 1121  2151   3 32
16577 202134  669 1121  1455   3 32
16578 202134  669 1121  6258   3 32
16579 202134  669 1121   408   3 32
16580 202134  669 1121  1930   3 32
16581 202134  669 1121  1505   3 32
16582 202134  669 1121  1688   3 32
16583 202134  669 1121  1474   3 32
16584 202134  669 1121  1487   3 32
16585 202134  669 1121  1559   3 32
16586 202134  669 1121  1676   3 32
16587 202134  669 1121   967   3 32
16588 202134  669 1121   576   3 32
16589 202134  669 1121   730   3 32
16590 202134  669 1121  2565   3 32
16591 202134  669 1121   478   3 32
16592 202134  669 1121   839   3 32
16593 202134  669 1121  3050   3 32
16594 202134  669 1121  1837   3 32
16595 202134  669 1121   393   3 32
16596 202134  669 1121   301   3 32
16597 202134  669 1121  2769   3 32
16598 202134  669 1121  1377   3 32
16599 202134  669 1121  2115   3 32
16600 202134  669 1121  2574   3 32
16601 202134  669 1121   731   3 32
16602 202134  669 1121  2768   3 32
16603 202134  669 1121  1667   3 32
16604 202134  669 1121  1070   3 32
16605 202134  669 1121  3472   3 32
16606 202134  669 1121  4061   3 32
16607 202134  669 1121  1859   3 32
16608 202134  669 1121   635   3 32
16609 202134  669 1121  4188   3 32
16610 202134  669 1121  1795   3 32
16611 202134  669 1121  3122   3 32
16612 202134  669 1121  1321   3 32
16613 202134  669 1121  4329   3 32
16614 202134  669 1121   965   3 32
16615 202134  669 1121  1115   3 32
16616 202134  669 1121  2370   3 32
16617 202134  669 1121  1708   3 32
16618 202134  669 1121  3415   3 32
16619 202134  669 1121  1892   3 32
16620 202134  669 1121  5790   3 32
16621 202134  669 1121  1036   3 32
16622 202134  669 1121  1231   3 32
16623 202134  669 1121   862   3 32
16624 202134  669 1121  1520   3 32
16625 202134  669 1121  1807   3 32
16626 202134  669 1121   416   3 32
16627 202134  669 1121  1298   3 32
16628 202134  669 1121   975   3 32
16629 202134  669 1121  3678   3 32
16630 202134  669 1121   158   3 32
16631 202134  669 1121  1935   3 32
16632 202134  669 1121   453   3 32
16633 202134  669 1121  3242   3 32
16634 202134  669 1121   799   3 32
16635 202134  669 1121   896   3 32
16636 202134  669 1121  1888   3 32
16637 202134  669 1121  2816   3 32
16638 202134  669 1121  1970   3 32
16639 202134  669 1121  1186   3 32
16640 202134  669 1121   945   3 32
16641 202134  669 1121   802   3 32
16642 202134  669 1121  1673   3 32
16643 202134  669 1121   602   3 32
16644 202134  669 1121  2197   3 32
16645 202134  669 1121   456   3 32
16646 202134  669 1121  3132   3 32
16647 202134  669 1121  2923   3 32
16648 202134  669 1121  1329   3 32
16649 202134  669 1121  1730   3 32
16650 202134  669 1121  6478   3 32
16651 202134  669 1121   721   3 32
16652 202134  669 1121  2165   3 32
16653 202134  669 1121  4466   3 32
16654 202134  669 1121   924   3 32
16655 202134  669 1121  1396   3 32
16656 202134  669 1121  1165   3 32
16657 202134  669 1121   591   3 32
16658 202134  669 1121  1672   3 32
16659 202134  669 1121   872   3 32
16660 202134  669 1121  5278   3 32
16661 202134  669 1121  1572   3 32
16662 202134  669 1121  1251   3 32
16663 202134  669 1121  2593   3 32
16664 202134  669 1121   296   3 32
16665 202134  669 1121   609   3 32
16666 202134  669 1121 10893   3 32
16667 202134  669 1121  1691   3 32
16668 202134  669 1121  2693   3 32
16669 202134  669 1121  2692   3 32
16670 202134  669 1121  2518   3 32
16671 202134  669 1121  1823   3 32
16672 202134  669 1121   708   3 32
16673 202134  669 1121  1026   3 32
16674 202134  669 1121  4549   3 32
16675 202134  669 1121  1027   3 32
16676 202134  669 1121   691   3 32
16677 202134  669 1121  2778   3 32
16678 202134  669 1121  7542   3 32
16679 202134  669 1121  2255   3 32
16680 202134  669 1121  2022   3 32
16681 202134  669 1121  1670   3 32
16682 202134  669 1121  2286   3 32
16683 202134  669 1121  1274   3 32
16684 202134  669 1121   845   3 32
16685 202134  669 1121  3135   3 32
16686 202134  669 1121   718   3 32
16687 202134  669 1121  1863   3 32
16688 202134  669 1121  2555   3 32
16689 202134  669 1121  1997   3 32
16690 202134  669 1121   588   3 32
16691 202134  669 1121  1342   3 32
16692 202134  669 1121   820   3 32
16693 202134  669 1121  2492   3 32
16694 202134  669 1121  2338   3 32
16695 202134  669 1121   998   3 32
16696 202134  669 1121  1482   3 32
16697 202134  669 1121  2817   3 32
16698 202134  669 1121   716   3 32
16699 202134  669 1121   617   3 32
16700 202134  669 1121  2617   3 32
16701 202134  669 1121   771   3 32
16702 202134  669 1121   806   3 32
16703 202134  669 1121  1078   3 32
16704 202134  669 1121   615   3 32
16705 202134  669 1121   865   3 32
16706 202134  669 1121  1875   3 32
16707 202134  669 1121   850   3 32
16708 202134  669 1121  5108   3 32
16709 202134  669 1121  1530   3 32
16710 202134  669 1121  1072   3 32
16711 202134  669 1121  4544   3 32
16712 202134  669 1121  6418   3 32
16713 202134  669 1121  1489   3 32
16714 202134  669 1121  2986   3 32
16715 202134  669 1121  2411   3 32
16716 202134  669 1121  5457   3 32
16717 202134  669 1121  3902   3 32
16718 202134  669 1121  1598   3 32
16719 202134  669 1121  1205   3 32
16720 202134  669 1121   936   3 32
16721 202134  669 1121   985   3 32
16722 202134  669 1121  2034   3 32
16723 202134  669 1121   621   3 32
16724 202134  669 1121  3144   3 32
16725 202134  669 1121  1871   3 32
16726 202134  669 1121  1041   3 32
16727 202134  669 1121  3084   3 32
16728 202134  669 1121   725   3 32
16729 202134  669 1121   974   3 32
16730 202134  669 1121  2686   3 32
16731 202134  669 1121  1488   3 32
16732 202134  669 1121  2597   3 32
16733 202134  669 1121  3585   3 32
16734 202134  669 1121  2086   3 32
16735 202134  669 1121  1469   3 32
16736 202134  669 1121   723   3 32
16737 202134  669 1121  6975   3 32
16738 202134  669 1121  3409   3 32
16739 202134  669 1121  1893   3 32
16740 202134  669 1121   725   3 32
16741 202134  669 1121   466   3 32
16742 202134  669 1121   688   3 32
16743 202134  669 1121  2427   3 32
16744 202134  669 1121  1263   3 32
16745 202134  669 1121  3611   3 32
16746 202134  669 1121  1585   3 32
16747 202134  669 1121   704   3 32
16748 202134  669 1121  3952   3 32
16749 202134  669 1121 14243   3 32
16750 202134  669 1121  4934   3 32
16751 202134  669 1121   956   3 32
16752 202134  669 1121  6042   3 32
16753 202134  669 1121   672   3 32
16754 202134  669 1121   494   3 32
16755 202134  669 1121  1125   3 32
16756 202134  669 1121  2352   3 32
16757 202134  669 1121   388   3 32
16758 202134  669 1121  1565   3 32
16759 202134  669 1121   828   3 32
16760 202134  669 1121  2240   3 32
16761 202134  669 1121  1665   3 32
16762 202134  669 1121  2151   3 32
16763 202134  669 1121   416   3 32
16764 202134  669 1121   641   3 32
16765 202134  669 1121  1365   3 32
16766 202134  669 1121  4226   3 32
16767 202134  669 1121   308   3 32
16768 202134  669 1121   713   3 32
16769 202134  669 1121   883   3 32
16770 202134  669 1121  3532   3 32
16771 202134  669 1121  2086   3 32
16772 202134  669 1121   874   3 32
16773 202134  669 1121  1415   3 32
16774 202134  669 1121  2978   3 32
16775 202134  669 1121  3674   3 32
16776 202134  669 1121  1009   3 32
16777 202134  669 1121  2995   3 32
16778 202134  669 1121  1552   3 32
16779 202134  669 1121  1350   3 32
16780 202134  669 1121  1555   3 32
16781 202134  669 1121  2704   3 32
16782 202134  669 1121  1813   3 32
16783 202134  669 1121  1997   3 32
16784 202134  669 1121   797   3 32
16785 202134  669 1121  5144   3 32
16786 202134  669 1121  1043   3 32
16787 202134  669 1121   553   3 32
16788 202134  669 1121  1373   3 32
16789 202134  669 1121   734   3 32
16790 202134  669 1121   694   3 32
16791 202134  669 1121  2378   3 32
16792 202134  669 1121   426   3 32
16793 202134  669 1121   837   3 32
16794 202134  669 1121  1467   3 32
16795 202134  669 1121  1491   3 32
16796 202134  669 1121  1253   3 32
16797 202134  669 1121  2057   3 32
16798 202134  669 1121  1364   3 32
16799 202134  669 1121  2077   3 32
16800 202134  669 1121  1449   3 32
16801 202134  669 1121  2671   3 32
16802 202134  669 1121  1519   3 32
16803 202134  669 1121  1126   3 32
16804 202134  669 1121  3376   3 32
16805 202134  669 1121  1739   3 32
16806 202134  669 1121  1856   3 32
16807 202134  669 1121  3649   3 32
16808 202134  669 1121  1902   3 32
16809 202134  669 1121   972   3 32
16810 202134  669 1121   948   3 32
16811 202134  669 1121  1237   3 32
16812 202134  669 1121   998   3 32
16813 202134  669 1121  1258   3 32
16814 202134  669 1121   729   3 32
16815 202134  669 1121  1912   3 32
